cap-shape;cap-surface;cap-color;bruises?;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;;;;;;;w;;;;;;;;;;p;;;d;e
;s;;;;;;;;;;;;;;;;;p;w;;;e
;s;;;;;;;;;;;;;;;;;p;;;l;e
;;;;;;;;;;?;;;;;;;;p;;;;e
;f;;;;;;;;;;;;;;;;;p;w;;;e
;;;;;;;;;;;k;;;;;;;p;;;;e
;f;n;;;;;;;;;;;;;;;;p;;;;e
;f;;;;;;;;;;;;;;;;;p;;;g;e
;f;;;;;;;w;;;;;;;;;;p;;;;e
;;;;;;;;;;;;k;;;;;;p;;;;e
;;n;;;;;;;;;;;;;;;;p;;;l;e
;;;;;;;;;;;;;;p;;;;p;;;;e
;;;;;;;;;;;;;p;;;;;p;;;;e
;;;;;;;;;;;;;;;;;;p;;y;;e
;;e;;;;;;;;;;;;;;;;p;;;;e
;;;;;;;;;;;;;;;;;;p;;;p;e
;;y;;;;;;;;;;;;;;;;p;;;;e
;;;;;;;;;;c;;;;;;;;p;;;;e
;;;;;;;;;;;;y;;;;;;p;;;;e
;;;;;a;;;;;;;;;;;;;p;;;;e
x;;;;n;;;;;;b;;;;;;;;;;;;e
x;y;;t;;;;;;;b;;;;;;;;;;;;e
x;y;;;;;;;w;;b;;;;;;;;;;;;e
;;;;n;;;;;;b;;;;;;;;;;;d;e
;f;;;n;;;;;;b;;;;;;;;;;;;e
;y;;t;;;;;p;;b;;;;;;;;;;;;e
;;;t;;;;;;;b;;;;;;;;;n;;;e
;;;t;;;;;;;b;;;;;;;;;k;;;e
;;;t;;;;;n;;b;;;;;;;;;;;;e
;y;;;;;;;;;b;;;;;;;;;n;;;e
;y;;;;;;;;;b;;;;;;;;;k;;;e
;y;;;;;;;n;;b;;;;;;;;;;;;e
f;;;;;;;;;;b;;;;;;;;;n;;;e
f;;;;;;;;;;b;;;;;;;;;k;;;e
f;;;;;;;;n;;b;;;;;;;;;;;;e
;;;;;;;;w;;b;;;;;;;;;;;d;e
;f;;;;;;;w;;b;;;;;;;;;;;;e
;;n;;;;;;;;b;;;;;;;;;;;;e
;;;;;;;;w;;b;;;;;;;;;n;;;e
;;;;;;;;w;;b;;;;;;;;;k;;;e
;;e;;;;;;;;b;;;;;;;;;;;;e
x;;;t;n;;;;;;;;;;;;;;;;;;e
x;s;;;n;;;;;;;;;;;;;;;;;;e
x;;;;n;;;;;;;;;;;;;;;;;g;e
x;;;;n;;w;;;;;;;;;;;;;;;;e
x;;w;;n;;;;;;;;;;;;;;;;;;e
x;;;;;;w;;;;;;;;;;;;e;;;;e
x;;;;;;w;;;;;;;;;;;;;w;;;e
x;;y;;;;;;;;c;;;;;;;;;;;;e
x;;;;;;;;;;;;;;;;;t;;;;;e
x;;;;;;;;;;;;;;;;;;;;;m;e
;;n;t;n;;;;;;;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;;e;;;;e
;s;;;n;;;;;;?;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;;;w;;;e
;s;n;;n;;;;;;;;;;;;;;;;;;e
;s;;;n;;w;;;;;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;;;;;l;e
k;s;;;n;;;;;;;;;;;;;;;;;;e
;;;;n;;;;;;?;;;;;;;;;;;l;e
;;;;n;;;;;;;k;;;;;;;;;;g;e
;f;;;n;;;;;;;;;;;;;;;;;g;e
;f;;;n;;w;;;;;;;;;;;;;;;;e
;f;w;;n;;;;;;;;;;;;;;;;;;e
;;;;n;;;;;;;;k;;;;;;;;;;e
;;n;;n;;;;;;;;;;;;;;;;;g;e
;;n;;n;;;;;;;;;;;;;;;;;l;e
;;n;;n;;;;;;;;;;;;;;;;c;;e
;;;;n;;;;;;;;;;;;;;;n;;;e
;;;;n;;;;;;;;;;;;;;;k;;;e
;;;;n;;;;;;;;;;p;;;;;;;;e
;;;;n;;;;;;;;;p;;;;;;;;;e
;;g;;n;;;;;;;;;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;;y;;e
;;e;;n;;;;;;;;;;;;;;;;;;e
;;;;n;;;;p;;;;;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;;s;;e
;;;;n;;;;;;e;;;;;;;;;;;;e
;;;;n;;;;n;;;;;;;;;;;;;;e
;;;;n;;;;h;;;;;;;;;;;;;;e
;;;;n;;;;;;;;f;;;;;;;;;;e
;;;;n;;;;;;;f;;;;;;;;;;;e
;;;;n;;;;u;;;;;;;;;;;;;;e
;;;;n;;;;k;;;;;;;;;;;;;;e
;;;;n;a;;;;;;;;;;;;;;;;;e
;s;;;;;;;;e;?;;;;;;;;;;;;e
;s;;;;;;;;e;;;;;;;;;;w;;;e
;s;;;;;;;;e;;;;;;;;;;;;l;e
k;s;;;;;;;;e;;;;;;;;;;;;;e
;;;;;;;;;e;?;;k;;;;;;;;;;e
;;;;;;;;;e;?;;;;;;;;;;;l;e
;;;;;;;;;e;;;k;;;;;;;w;;;e
;;n;;;;;;;e;;;;;;;;;;;;l;e
;y;g;t;;;;;;;;;;;;;;;;;;;e
;;;t;;;;;;;;;;;;;;;;;;d;e
;;;t;;;;;;;;;;;;;;;e;;;;e
;;;t;;;;;;;?;;;;;;;;;;;;e
;s;;t;;;;;;;;;;;;;;;;w;;;e
;f;;t;;;;;;;;;;;;;;;;;;;e
;;g;t;;;;;;;;;;;;;;;;n;;;e
;;g;t;;;;;;;;;;;;;;;;k;;;e
;;;t;;;;;;;;;;;p;;;;;;;;e
;;;t;;;;;;;;;;p;;;;;;;;;e
;;g;t;;;;;n;;;;;;;;;;;;;;e
;;;t;;;;;;;;;;;;;;;;;y;;e
;;e;t;;;;;;;;;;;;;;;;;;;e
;;;t;;;;;;;;;;;;;;;;;;p;e
;;y;t;;;;;;;;;;;;;;;;;;;e
;;;t;;;;;;;c;;;;;;;;;;;;e
;;;t;;;;;u;;;;;;;;;;;;;;e
;;;t;;;;;;;;;y;;;;;;;;;;e
;y;;;;;;;;;;;;;;;;;;n;;d;e
;y;;;;;;;;;;;;;;;;;;k;;d;e
;y;;;;;;;n;;;;;;;;;;;;;d;e
;y;g;;;;;;;;;;;;;;;;;n;;;e
;y;g;;;;;;;;;;;;;;;;;k;;;e
;y;;;;;;;u;;;;;;;;;;;;;;e
f;;;;;;;;;;;;;;;;;;;n;;d;e
f;;;;;;;;;;;;;;;;;;;k;;d;e
f;;;;;;;;n;;;;;;;;;;;;;d;e
f;s;;;;;w;;;;;;;;;;;;;;;;e
f;f;;;;;;;;;;;;;;;;;;n;;;e
f;f;;;;;;;;;;;;;;;;;;k;;;e
f;f;;;;;w;;;;;;;;;;;;;;;;e
f;f;;;;;;;n;;;;;;;;;;;;;;e
f;;g;;;;;;;;;;;;;;;;;n;;;e
f;;;;;;w;;;;;;;;;;;;;n;;;e
f;;g;;;;;;;;;;;;;;;;;k;;;e
f;;;;;;w;;;;;;;;;;;;;k;;;e
f;;g;;;;w;;;;;;;;;;;;;;;;e
f;;g;;;;;;n;;;;;;;;;;;;;;e
f;;;;;;w;;p;;;;;;;;;;;;;;e
f;;;;;;w;;;;;;;;;;;;;;s;;e
f;;;;;;w;;n;;;;;;;;;;;;;;e
f;;;;;;;;u;;;;;;;;;;;;;;e
;;n;;;;;;;;;;;;;;;;;n;;d;e
;;n;;;;;;;;;;;;;;;;;k;;d;e
;;n;;;;;;p;;;;;;;;;;;;;d;e
;;n;;;;;;n;;;;;;;;;;;;;d;e
;;;;;;;;w;;;;;;;;;;;n;;d;e
;;;;;;;;w;;;;;;;;;;;k;;d;e
;;g;;;;;;w;;;;;;;;;;;;;d;e
;s;;;;;w;;;;;;;;;;;;e;;;;e
;f;;;;;w;;;;;;;;;;;;e;;;;e
;;;;;;;;;;;;;;;;;;e;;;g;e
;;;;;;;;;;e;;;;;;;;e;;;;e
;;;;;;;;;;;;;;;;;;e;n;;;e
;;;;;;;;;;;;;;;;;;e;k;;;e
;;g;;;;;;;;;;;;;;;;e;;;;e
;;;;;;;;p;;;;;;;;;;e;;;;e
;;;;;;;;;;;;;;;;;;e;;s;;e
;;;;;;;;n;;;;;;;;;;e;;;;e
;;w;;;;;;;;;;;;;;;;e;;;;e
;;;;;;;;h;;;;;;;;;;e;;;;e
;;;;;;;;;;;;f;;;;;;e;;;;e
;;;;;;;;;;;;;;;;;t;e;;;;e
;;;;;;;;;;;f;;;;;;;e;;;;e
;;;;;;;;k;;;;;;;;;;e;;;;e
;s;;;;;w;;;;;;;;;;;;;w;;;e
;s;;;;;;;w;;;;;;;;;;;w;;;e
;s;y;;;;;;;;;;;;;;;;;;;;e
;s;;;;;;;;;c;;;;;;;;;;;;e
;s;;;;;;;;;;;;;;;;;;;c;;e
;s;;;;a;;;;;;;;;;;;;;;;;e
;;;;;;;;;;?;;;;;;;;;;;g;e
;;;;;;w;;;;?;;;;;;;;;;;;e
;;g;;;;;;;;?;;;;;;;;;;;;e
;;;;;;;;p;;?;;;;;;;;;;;;e
;;;;;;;;;;?;;;;;;;;;;s;;e
;;w;;;;;;;;?;;;;;;;;;;;;e
;;;;;;;;;;?;;;;;;;t;;;;;e
;;;;;;;;;;?;;;;;;;;;;c;;e
;;;;;a;;;;;?;;;;;;;;;;;;e
;f;;;;;w;;;;;;;;;;;;;w;;;e
;;;;;;;;;;;;;;;;;;;w;;g;e
;;g;;;;;;;;;;;;;;;;;w;;;e
;;;;;;;;;;;;;;;;;;;w;s;;e
;;;;;;;;;;;;;;;;;t;;w;;;e
;;;;;;w;;;;;k;;;;;;;;;;;e
;;;;;;;;;;;k;;;;;;t;;;;;e
;f;n;;;;;;;;;;;;;;;;;;;g;e
;f;n;;;;;;;;;;;;;;;;;n;;;e
;f;n;;;;;;;;;;;;;;;;;k;;;e
;f;n;;;;;;p;;;;;;;;;;;;;;e
;f;n;;;;;;n;;;;;;;;;;;;;;e
;f;;;;;;;;;;;;;;;;;;n;;g;e
;f;;;;;;;;;;;;;;;;;;k;;g;e
;f;;;;;;;;;;;;;;;;;;;s;g;e
;f;w;;;;;;;;;;;;;;;;;;;g;e
;f;;;;;;;w;;;;;;;;;;;n;;;e
;f;;;;;;;w;;;;;;;;;;;k;;;e
;f;e;;;;;;;;;;;;;;;;;;;;e
;f;;;;;;;;;e;;;;;;;;;;;;e
;f;;;;;;;;;;;f;;;;;;;;;;e
;f;;;;;;;;;;;;;;;;t;;;;;e
;f;;;;;;;;;;f;;;;;;;;;;;e
;f;;;;;;;k;;;;;;;;;;;;;;e
;;;;;;w;;;;;;k;;;;;;;;;;e
;;;;;;;;;;;;k;;;;;t;;;;;e
;;n;;;;;;;;;;;;;;;;;;y;;e
;;n;;;;w;;;;;;;;;;;;;;;;e
;;n;;;;;;;;;;f;;;;;;;;;;e
;;n;;;;;;;;;f;;;;;;;;;;;e
;;n;;;;;;u;;;;;;;;;;;;;;e
;;g;;;;;;;;;;;;;;;;;n;;g;e
;;g;;;;;;;;;;;;;;;;;k;;g;e
;;;;;;w;;;;;;;;;;;;;;;g;e
;;;;;;;;;;c;;;;;;;;;;;g;e
;;;;;;;;;;;;;;p;;;;;n;;;e
;;;;;;;;;;;;;p;;;;;;n;;;e
;;;;;;;;;;;;;;;;;;;n;y;;e
;;e;;;;;;;;;;;;;;;;;n;;;e
;;y;;;;;;;;;;;;;;;;;n;;;e
;;;;;;;;;;;;f;;;;;;;n;;;e
;;;;;;;;;;c;;;;;;;;;n;;;e
;;;;;;;;;;;f;;;;;;;;n;;;e
b;;;;;;;;;;;;;;;;;;;n;;;e
;;;;;;;;;;;;;;;;;;;n;;m;e
;;;;;;;;;;;;;;p;;;;;k;;;e
;;;;;;;;;;;;;p;;;;;;k;;;e
;;;;;;;;;;;;;;;;;;;k;y;;e
;;e;;;;;;;;;;;;;;;;;k;;;e
;;y;;;;;;;;;;;;;;;;;k;;;e
;;;;;;;;;;;;f;;;;;;;k;;;e
;;;;;;;;;;c;;;;;;;;;k;;;e
;;;;;;;;;;;f;;;;;;;;k;;;e
b;;;;;;;;;;;;;;;;;;;k;;;e
;;;;;;;;;;;;;;;;;;;k;;m;e
;;;;;;;;w;;;;;;p;;;;;;;;e
;;;;;;;;n;;;;;;p;;;;;;;;e
;;;;;;;;u;;;;;;p;;;;;;;;e
;;;;;;;;w;;;;;p;;;;;;;;;e
;;;;;;;;n;;;;;p;;;;;;;;;e
;;;;;;;;u;;;;;p;;;;;;;;;e
;;g;;;;;;;;e;;;;;;;;;;;;e
;;g;;;;;;;;;;;;;;;t;;;;;e
;;e;;;;;;;;;;;;;;;;;;y;;e
;;;;;;;;w;;;;;;;;;;;;y;;e
;;;;;;;;n;;;;;;;;;;;;y;;e
;;;;;;;;u;;;;;;;;;;;;y;;e
;;;;;;;;;;;;y;;;;;;;;y;;e
;;e;;;;;;p;;;;;;;;;;;;;;e
;;e;;;;;;n;;;;;;;;;;;;;;e
;;e;;;;;;u;;;;;;;;;;;;;;e
;;;;;;w;;;;e;;;;;;;;;;;;e
;;;;;;w;;h;;;;;;;;;;;;;;e
;;;;;;w;;;;;;f;;;;;;;;;;e
;;;;;;w;;;;;;;;;;;t;;;;;e
;;;;;;w;;;;;f;;;;;;;;;;;e
;;;;;;w;;k;;;;;;;;;;;;;;e
;;y;;;;;;;;;;;;;;;;;;s;;e
;;;;;;;;;;;;;;;;;t;;;s;;e
;;;;;;;;;;c;;;;;;;;;;s;;e
b;;;;;;;;;;;;;;;;;;;;s;;e
;;;;;;;;;;;;;;;;;;;;s;m;e
;;;;;;;;;;;;y;;;;;;;;;p;e
;;;;;;;;h;;e;;;;;;;;;;;;e
;;;;;;;;;;e;;f;;;;;;;;;;e
;;;;;;;;;;e;f;;;;;;;;;;;e
;;y;;;;;;n;;;;;;;;;;;;;;e
;;y;;;;;;;;;;;;;;;;;;;m;e
;;;;;;;;n;;c;;;;;;;;;;;;e
;;w;;;;;;;;c;;;;;;;;;;;;e
;;;;;a;;;;;;;;;;;;;;;;l;e
k;;;;;;;;;;;;;;;;;t;;;;;e
;;;;;;;;g;;c;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;;t;;;c;;e
;;;;;;;;;;;;;g;;;;;;;;;e
;;;;;;;;;;;;;;g;;;;;;;;e
;;;;;;;;k;;c;;;;;;;;;;;;e
;;;;;;;;;;c;;;;;;;;;;;m;e
;;;;a;;;;;;;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;;;;;n;;e
;;;;l;;;;;;;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;;;;;a;;e
;;;;;;;;;;r;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;;;;;;w;e
;;;;;;;;;;;;;o;;;;;;;;;e
;;;;;;;;;;;;;;o;;;;;;;;e
;;;f;;;c;b;;;;;;;;;w;o;;;;;p
;s;;f;;;c;;;;;;;;;;w;o;;;;;p
;s;;;;;c;;;;;;;;;;w;o;;;v;;p
f;s;;;;;c;;;;;;;;;;w;o;;;;;p
;s;n;;;;c;;;;;;;;;;w;o;;;;;p
k;;;;;;c;;;;;;;;;;w;o;;;;;p
;;;f;;;;b;;e;;;;;;;w;o;;;;;p
;;;;;;;b;;e;;;;;;;w;o;;;v;;p
;s;;;;;;b;;;;;;;;;w;o;;;v;;p
f;s;;;;;;b;;;;;;;;;w;o;p;;;;p
;;;;;;;;;;?;;s;;;;w;o;;;;;p
;s;;;;;;;;e;;;;;;;w;o;;;v;;p
;s;n;;;;;;;;;;;;;;w;o;;;v;;p
;s;;;;;;;;;?;;;;;;w;o;;;;;p
k;s;;;;;;;;;;;;;;;w;o;;;;;p
;;n;;;;;;;;?;;;;;;w;o;;;;;p
k;;;;;;;;;;?;;;;;;w;o;;;;;p
;s;;f;;;c;;;;;s;;;;;w;;;;;;p
k;;;f;;;c;;;;;s;;;;;w;;;;;;p
;;;f;;;c;;;;?;;s;;;;w;;;;;;p
;s;;f;;;c;;;;;;s;;;;w;;;;;;p
k;;;f;;;c;;;;;;s;;;;w;;;;;;p
;s;;f;;;c;;;;?;;;;;;w;;;;;;p
k;;;f;;;c;;;;?;;;;;;w;;;;;;p
k;;;;;;c;;;;;;;;;;w;;;;v;;p
;;;;;;c;;;;;;;;;;w;;;;;l;p
;;;f;;;;b;;;;;;;;;w;;;;v;;p
f;;;f;;;;;;;?;;s;;;;w;;;;;;p
;;;;;;;;;;?;;s;;;;w;;;;v;;p
;s;;f;;;;;;;;;;;;;w;;;;v;;p
f;s;;f;;;;;;;?;;;;;;w;;;;;;p
;;n;f;;;;;;;?;;;;;;w;;;;;;p
;s;;;;;;;;;?;;;;;;w;;;;v;;p
k;s;;;;;;;;;;;;;;;w;;;;v;;p
;;n;;;;;;;;?;;;;;;w;;;;v;;p
k;;;;;;;;;;?;;;;;;w;;;;v;;p
;s;;;;;;;;;;;;;;;w;;;;;l;p
;;;;;;;;;;?;;;;;;w;;;;;l;p
;;;f;;f;c;b;;;;;;;;;;o;;;;;p
;s;;f;;f;c;;;;;;;;;;;o;;;;;p
;s;;;;f;c;;;;;;;;;;;o;;;v;;p
f;s;;;;f;c;;;;;;;;;;;o;;;;;p
;s;n;;;f;c;;;;;;;;;;;o;;;;;p
k;;;;;f;c;;;;;;;;;;;o;;;;;p
;;;f;;f;;b;;e;;;;;;;;o;;;;;p
;;;;;f;;b;;e;;;;;;;;o;;;v;;p
;s;;;;f;;b;;;;;;;;;;o;;;v;;p
f;s;;;;f;;b;;;;;;;;;;o;p;;;;p
;;;;;f;;;;;?;;s;;;;;o;;;;;p
;s;;;;f;;;;e;;;;;;;;o;;;v;;p
;s;n;;;f;;;;;;;;;;;;o;;;v;;p
;s;;;;f;;;;;?;;;;;;;o;;;;;p
k;s;;;;f;;;;;;;;;;;;o;;;;;p
;;n;;;f;;;;;?;;;;;;;o;;;;;p
k;;;;;f;;;;;?;;;;;;;o;;;;;p
;s;;f;;f;c;;;;;s;;;;;;;;;;;p
k;;;f;;f;c;;;;;s;;;;;;;;;;;p
;s;;f;;f;c;;;;;;s;;;;;;;;;;p
;;;f;;f;c;;;;?;;s;;;;;;;;;;p
k;;;f;;f;c;;;;;;s;;;;;;;;;;p
;s;;f;;f;c;;;;?;;;;;;;;;;;;p
k;;;f;;f;c;;;;?;;;;;;;;;;;;p
k;;;;;f;c;;;;;;;;;;;;;;v;;p
;;;;;f;c;;;;;;;;;;;;;;;l;p
;;;f;;f;;b;;;;;;;;;;;;;v;;p
f;;;f;;f;;;;;?;;s;;;;;;;;;;p
;;;;;f;;;;;?;;s;;;;;;;;v;;p
;s;;f;;f;;;;;;;;;;;;;;;v;;p
f;s;;f;;f;;;;;?;;;;;;;;;;;;p
;;n;f;;f;;;;;?;;;;;;;;;;;;p
;s;;;;f;;;;;?;;;;;;;;;;v;;p
k;s;;;;f;;;;;;;;;;;;;;;v;;p
;;n;;;f;;;;;?;;;;;;;;;;v;;p
k;;;;;f;;;;;?;;;;;;;;;;v;;p
;s;;;;f;;;;;;;;;;;;;;;;l;p
;;;;;f;;;;;?;;;;;;;;;;;l;p
;;;f;;;c;;;;b;;;;;;;o;;;;;p
;y;n;f;;;c;;;;;;;;;;;o;;;;;p
;s;;;;;c;;;;;;;w;;;;o;;;v;;p
f;s;;;;;c;;;;;;;w;;;;o;;;;;p
;s;n;;;;c;;;;;;;w;;;;o;;;;;p
k;;;;;;c;;;;;;;w;;;;o;;;;;p
;s;;;;;c;;;;;;;;w;;;o;;;v;;p
f;s;;;;;c;;;;;;;;w;;;o;;;;;p
;s;n;;;;c;;;;;;;;w;;;o;;;;;p
;s;;t;;;c;;;;;;;;;;;o;;;v;;p
;;;;;;c;;;e;b;;;;;;;o;;;;;p
;s;;;;;c;;;;b;;;;;;;o;;;;;p
f;s;;t;;;c;;;;;;;;;;;o;;;;;p
k;y;;;;;c;;;;;;;;;;;o;;;;;p
;s;;;;;c;;;;;;;;;;;o;;;;d;p
;;;;;;c;;;;;;;;;;;o;e;;;;p
;;;;;;c;;;;;;;;;;;o;;w;;;p
;s;g;;;;c;;;;;;;;;;;o;;;;;p
;;;;;;c;;;;;;;;n;;;o;;;;;p
;;;f;;;;b;;;b;;;;;;;o;;;;;p
;;;f;;;;b;p;e;;;;;;;;o;;;;;p
;y;;f;;;;b;;;;;;;;;;o;;;;;p
;;;f;;;;b;;;;;;;;;;o;;;;d;p
;;;f;;;;b;;;;;;;;;;o;;;y;;p
;;;f;;;;b;g;;;;;;;;;o;;;;;p
;s;;;;;;b;;;;;;w;;;;o;;;v;;p
f;s;;;;;;b;;;;;;w;;;;o;p;;;;p
;s;;;;;;b;;;;;;;w;;;o;;;v;;p
f;s;;;;;;b;;;;;;;w;;;o;p;;;;p
;y;;;;;;b;;e;;;;;;;;o;;;v;;p
;s;;t;;;;b;;;;;;;;;;o;;;v;;p
;;;;;;;b;;e;b;;;;;;;o;;;;;p
;s;;;;;;b;;;b;;;;;;;o;;;;;p
;;;;;;;b;;e;;;;;;;;o;;;;d;p
;f;;;;;;b;;e;;;;;;;;o;;;;;p
;;g;;;;;b;;e;;;;;;;;o;;;;;p
f;s;;t;;;;b;;;;;;;;;;o;;;;;p
;f;;;;;;b;g;;;;;;;;;o;;;;;p
;;g;;;;;b;g;;;;;;;;;o;;;;;p
;;;;;;;b;;;;;;;n;;;o;;;;;p
;;;;;;;;;;?;;s;w;;;;o;;;;;p
;;;;;;;;;;?;;s;;w;;;o;;;;;p
f;;;t;;;;;;e;;;s;;;;;o;;;;;p
;;n;t;;;;;;e;;;s;;;;;o;;;;;p
;y;;;;;;;;;?;;s;;;;;o;;;;;p
;;;;;;;;;;;;s;;;;;o;;;;p;p
;;;f;;;;;;;b;;;;;;;o;p;;;;p
;;;f;;;;;;;;;;;;;;o;p;;;d;p
;;;f;;;;;;;b;;;;;;;o;;;;d;p
;;;f;;;;;;;b;;;;;;;o;;;y;;p
;;;f;;;;;;e;;;;;;;;o;;;;g;p
;s;;f;;;;;;;;;;;;;;o;;;;d;p
;;n;f;;;;;;;;;;;;;;o;;;;d;p
;;;f;;;;;g;;;;;;;;;o;;;;g;p
;;;f;;;;;;;;;;;;;;o;;;;p;p
;s;;;;;;;;e;;;;w;;;;o;;;v;;p
;s;n;;;;;;;;;;;w;;;;o;;;v;;p
;s;;;;;;;;;?;;;w;;;;o;;;;;p
k;s;;;;;;;;;;;;w;;;;o;;;;;p
;;n;;;;;;;;?;;;w;;;;o;;;;;p
k;;;;;;;;;;?;;;w;;;;o;;;;;p
;s;;;;;;;;e;;;;;w;;;o;;;v;;p
;s;n;;;;;;;;;;;;w;;;o;;;v;;p
;;;;;;;;;e;b;;;;w;;;o;;;;;p
;;;;;;w;;;e;;;;;w;;;o;;;;;p
;y;;;;;;;;;;;;;w;;;o;e;;;;p
;s;;;;;;;;;?;;;;w;;;o;;;;;p
;;n;;;;;;;;?;;;;w;;;o;;;;;p
;;;;;;;;;;;;;;w;;;o;;w;;;p
k;;;;;;;;;;;;;;w;;;o;;;;;p
;;;t;;;;;;e;;;;;;;;o;;;v;;p
;;;;;;;;;;;;;;;;;o;;;v;p;p
;;;;;;;;;e;b;;;;;;;o;p;;;;p
;;;;;;;;;e;;;;;;;;o;p;;;d;p
;;;;;;w;;;e;;;;;;;;o;p;;;;p
;s;g;;;;;;;;;;;;;;;o;p;;;;p
;;;;;;;;;e;b;;;;;;;o;;;;d;p
;;g;;;;;;;e;b;;;;;;;o;;;;;p
;;;;;;;;;e;b;;;;;;;o;;;y;;p
;s;g;;;;;;;;b;;;;;;;o;;;;;p
;;;;;;;;;;b;;;;;;;o;;;;p;p
;y;g;;;;;;;e;;;;;;;;o;;;;;p
;f;;;;;;;;e;;;;;;;;o;;;;g;p
;;g;;;;;;;e;;;;;;;;o;;;;g;p
;y;n;;;;;;;;?;;;;;;;o;;;;;p
k;y;;;;;;;;;?;;;;;;;o;;;;;p
;;;;;;;;;;;;;;;;;o;;w;;d;p
;s;n;;;;;;;;;;;;;;;o;;;;d;p
k;;;;;;;;;;;;;;;;;o;;;;d;p
;;;;;;;;;;;;;;n;;;o;;;;d;p
k;s;;;;;;;;;;;;;;;;o;e;;;;p
;;;;;;;;;;?;;;;;;;o;e;;;;p
;;e;;;;;;;;;;;;;;;o;e;;;;p
;s;;;;;;;;;;;;;;;;o;;w;;;p
;s;e;;;;;;;;;;;;;;;o;;;;;p
;s;;;;;;;;;;;;;;;;o;;;;p;p
;;;;;;;;;;?;;;;;;;o;;w;;;p
;;e;;;;;;;;?;;;;;;;o;;;;;p
;;e;;;;;;;;;;;;;;;o;;w;;;p
;;;;;;;;;;;;;;;;;o;;w;;p;p
;;;;;;;;;;;k;;;;;;o;;;;;p
;;;;;;;;;;;;k;;;;;o;;;;;p
;;g;;;;;;;;;;;;;;;o;;;;p;p
;;;;;;;;;;;;;;n;;;o;;;y;;p
k;;e;;;;;;;;;;;;;;;o;;;;;p
k;;;;;;;;;;;;;;;;;o;;;;p;p
;;;;;;;;;;;;;;n;;;o;;;;p;p
;;;;;;;;;;;;;n;;;;o;;;;;p
;f;;f;;;c;b;;;;;;;;;;;;;;;p
;;g;f;;;c;b;;;;;;;;;;;;;;;p
;;;f;;;c;b;p;;;;;;;;;;;;;;p
;;;f;;;c;b;g;;;;;;;;;;;;;;p
;f;;;;;c;b;;e;;;;;;;;;;;;;p
;;g;;;;c;b;p;e;;;;;;;;;;;;;p
;f;;;;;c;b;g;;;;;;;;;;;;;;p
;;g;;;;c;b;g;;;;;;;;;;;;;;p
;;;;;;c;b;h;;;;;;;;;;;;;;p
;;;;;;c;b;;;;;f;;;;;;;;;;p
;;;f;;;c;;;;;s;;;;;;;;w;;;p
;y;n;f;;;c;;;;;s;;;;;;;;;;;p
k;y;;f;;;c;;;;;s;;;;;;;;;;;p
;s;;;;;c;;;;;s;;;;;;;;;;d;p
;;;f;;;c;;;;;;s;;;;;;;w;;;p
;;;f;;;c;;;;?;;s;w;;;;;;;;;p
;;;f;;;c;;;;?;;s;;w;;;;;;;;p
;y;;f;;;c;;;;;;s;;;;;;;;;;p
;;w;;;;c;;;;;;s;;;;;;;;v;;p
;y;;;;;c;n;;;;;s;;;;;;;;;;p
f;;;;;;c;;;;;;s;;;;;;;;;g;p
f;;;;;;c;;;;;;s;;;;;;;;s;;p
f;;w;;;;c;;;;;;s;;;;;;;;;;p
;s;;;;;c;;;;;;s;;;;;;;;;d;p
;;;;;;c;n;;;;;s;;;;;;;;;d;p
;;w;;;;c;n;;;;;s;;;;;;;;;;p
;;;f;;;c;;;t;;;;;;;;;;;;;p
;y;n;f;;;c;;;;;;;w;;;;;;;;;p
;;;f;;;c;;;;;;;w;;;;;;w;;;p
;s;;f;;;c;;;;;;;w;;;;;;;;;p
k;;;f;;;c;;;;;;;w;;;;;;;;;p
;;;f;;;c;;;;;;;;w;;;;;w;;;p
;s;;f;;;c;;;;;;;;w;;;;;;;;p
k;;;f;;;c;;;;;;;;w;;;;;;;;p
;;;f;;;c;;;;b;;;;;;;;;;v;;p
;y;n;f;;;c;;;;;;;;;;;;;;v;;p
;;;f;;;c;;;;;;;;;;;;;w;v;;p
;f;;f;;;c;;;;b;;;;;;;;;;;;p
;;;f;;;c;;;;;;;;;;;;e;;;;p
;;;f;;;c;;;;?;;;;;;;;;w;;;p
;;;f;;;c;;;;;;;;;;;;;;;g;p
;;;;;;c;;;t;;;;;;;;;e;;;;p
;;;;;;c;n;;t;;;;;;;;;;;;;p
;s;;;;;c;;;t;;;;;;;;;;;;;p
;;;;;;c;;;t;;;;;;;;;;;;g;p
;;;;;;c;;;t;;;;;;;;;;;s;;p
;;;;;;c;;;t;;;f;;;;;;;;;;p
