cap-shape;cap-surface;cap-color;bruises?;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;w;f;;;;;;;;;;;;;;;;w;;;e
;;n;f;;;;;;;;;;;;;;;;;;g;e
;;n;f;;;;;;;;;;;;;;;;n;;;e
;;n;f;;;;;;;;;;;;;;;;k;;;e
;;n;f;;;;;p;;;;;;;;;;;;;;e
;;n;f;;;;;;;;;;;;;;;;;s;;e
;;n;f;;;;;n;;;;;;;;;;;;;;e
;;;f;;;;;;;;;;;;;;;;n;;g;e
;;;f;;;;;;;;;;;;;;;;k;;g;e
;;;f;;;;;;;;;;;;;;;;;s;g;e
;;;f;;;;;w;;;;;;;;;;;;;g;e
;;;f;;;;;n;;;;;;;;;;;;;g;e
;;w;f;;;;;;;;;;;;;;;;;;g;e
b;;;f;;;;;;;;;;;;;;;;;;g;e
;;;f;;;;;h;;;;;;;;;;;;s;;e
;;w;f;;;;;w;;;;;;;;;;;;;;e
;;;f;;;;;;;e;;;;;;;;;;;;e
;;w;f;;;;;h;;;;;;;;;;;;;;e
;;;f;;;;;;;;;f;;;;;;;;;;e
;;;f;;;;;;;;;;;;;;t;;;;;e
;;;f;;;;;;;;f;;;;;;;;;;;e
;;;f;;;;;k;;;;;;;;;;;;;;e
;;;f;;;;;;;;;;;;;;;;;;u;e
;;;;;;;;;t;;;;;;;;;p;;;d;e
;;;;;;;;;t;b;;;;;;;;;;;d;e
;;;;;;;n;;t;;;;;;;;;p;;;;e
;;;;;;;n;;t;b;;;;;;;;;;;;e
;;;t;;;;n;;t;;;;;;;;;;;;;e
;;n;;;;;;;t;;;;;;;;;p;;;;e
;;n;t;;;;;;t;;;;;;;;;;;;;e
;;;;;;;;;t;b;;;;p;;;;;;;;e
;;;;;;;;;t;b;;;p;;;;;;;;;e
;;;;n;;;;;t;;;;;;;;;;;;;e
;y;g;;;;;;;t;;;;;;;;;;;;;e
;y;;;;;;;p;t;;;;;;;;;;;;;e
;y;;;;;;;w;t;;;;;;;;;;;;;e
;;g;;;;;;;t;;;;;;;;;;;;d;e
;;;;;;;;p;t;;;;;;;;;;;;d;e
;;;;;;;;w;t;;;;;;;;;;;;d;e
;f;;;;;;;;t;;;;;;;;;;;;;e
;;n;;;;;;;t;;;;;;;;;;;;g;e
;;n;;;;;;p;t;;;;;;;;;;;;;e
;;n;;;;;;;t;;;;;;;;;;;s;;e
;;n;;;;;;w;t;;;;;;;;;;;;;e
;;;;;;;;;t;;;;;;;;;;n;;;e
;;;;;;;;;t;;;;;;;;;;k;;;e
;;g;;;;;;;t;;;;;p;;;;;;;;e
;;;;;;;;p;t;;;;;p;;;;;;;;e
;;g;;;;;;;t;;;;p;;;;;;;;;e
;;;;;;;;p;t;;;;p;;;;;;;;;e
;;;;;;;;;t;;;;;;;;;;;y;;e
;;e;;;;;;w;t;;;;;;;;;;;;;e
;;;;;;w;;;t;;;;;;;;;;;;;e
;;;;;;;;;t;e;;;;;;;;;;;;e
;;;;;;;;n;t;;;;;;;;;;;;;e
;;;;;;;;u;t;;;;;;;;;;;;;e
;;;;;;;;k;t;;;;;;;;;;;;;e
x;y;;;;;;;;;b;;;w;;;;;;;;;e
;y;;;;;;;;;b;;;w;;;;;;;;d;e
;y;;;;;;;p;;b;;;w;;;;;;;;;e
f;;;;;;;;;;b;;;w;;;;;;;;d;e
f;f;;;;;;;;;b;;;w;;;;;;;;;e
;;;;;;;;;;b;;;w;p;;;;;;;;e
x;;;;;;;;g;;;;;w;;;;;;;;g;e
;;;;;;;;;e;;;k;w;;;;;;;;;e
;;g;;;;;;;e;;;;w;;;;;;;;g;e
;;;;;;;;;e;;;;w;;;;;;;;p;e
;y;;;;;;;p;;;;;w;;;;;;;;d;e
;y;g;;;;;;;;;;;w;;;;;;;;;e
f;;g;;;;;;;;;;;w;;;;;;;;d;e
f;;;;;;;;p;;;;;w;;;;;;;;d;e
f;f;g;;;;;;;;;;;w;;;;;;;;;e
f;f;;;;;;;p;;;;;w;;;;;;;;;e
;;;;;;w;;;;;;;w;;;;;e;;;;e
;;;;;;;;;;;;;w;;;;;e;;c;;e
;;;;;;;;;;;k;;w;;;;;;;;g;e
;;g;;;;;;;;;k;;w;;;;;;;;;e
;f;;;;;;;;;;;k;w;;;;;;;;;e
;f;;;;;;;;;;;;w;;;;;;;;g;e
;f;;;;;;;;;;;;w;p;;;;;;;;e
;f;;;;;;;h;;;;;w;;;;;;;;;e
;;;;;;;;;;;;k;w;;;;;;;;g;e
;;g;;;;;;;;;;k;w;;;;;;;;;e
;;y;;;;;;;;;;;w;;;;;;;;g;e
;;g;;;;;;;;;;;w;p;;;;;;;;e
;;;;;;;;;;;;;w;;;;;;;y;;e
;;e;;;;;;w;;;;;w;;;;;;;;;e
;;y;;;;;;g;;;;;w;;;;;;;;;e
;;;;;;;;;;c;;;w;;;;;;;;;e
;;;;n;;;n;;;;;;;w;;;;;;v;;e
x;y;;;;;;;;;b;;;;w;;;;;;;;e
;y;;;;;;;;;b;;;;w;;;;;;;d;e
;y;;;;;;;p;;b;;;;w;;;;;;;;e
f;;;;;;;;;;b;;;;w;;;;;;;d;e
;;;;;;;;;;b;;;p;w;;;;;;;;e
x;;;;n;;;;;;;;;;w;;;;;;;;e
x;;;;;;;;;e;;;;;w;;;;;w;;;e
x;;;;;;;;w;;;;;;w;;;;;w;;;e
x;;;;;;;;g;;;;;;w;;;;;;;g;e
;;;;n;;;;;;;;;;w;;;;;;;d;e
;;;;n;;;;;;;;;;w;;;;e;;;;e
;;;;n;;;;;;?;;;;w;;;;;;;;e
;;;;n;;;;;;;k;;;w;;;;;;;;e
;f;;;n;;;;;;;;;;w;;;;;;;;e
;;n;;n;;;;;;;;;;w;;;;;;;;e
;;;;;;;;;e;;;;;w;;;;e;;;;e
;;;;;;;;;e;?;;;;w;;;;;;;;e
;;;;;;;;;e;;k;;;w;;;;;;;;e
;;;;;;;;;e;;;k;;w;;;;;;;;e
;;g;;;;;;;e;;;;;w;;;;;;;g;e
;;;;;;;;;e;;;;;w;;;;;;;p;e
;y;;;;;;;p;;;;;;w;;;;;;;d;e
;y;g;;;;;;;;;;;;w;;;;;;;;e
f;;g;;;;;;;;;;;;w;;;;;;;d;e
f;;;;;;;;p;;;;;;w;;;;;;;d;e
f;f;;;;;;;;;;;;;w;;;;;;;;e
;;;;;;;;w;;;;;;w;;;;;;;d;e
;f;;;;;;;;;;;;;w;;;;e;;;;e
;;;;;;w;;;;;;;;w;;;;e;;;;e
;;;;;;;;;;;;;;w;;;;e;;c;;e
;f;;;;;;;;;?;;;;w;;;;;;;;e
;;;;;;;;w;;?;;;;w;;;;;;;;e
b;;;;;;;;;;?;;;;w;;;;;;;;e
;f;;;;;;;;;;;;;w;;;;;w;;;e
;f;;;;;;;;;;k;;;w;;;;;;;;e
;;;;;;;;;;;k;;;w;;;;;;;g;e
;;g;;;;;;;;;k;;;w;;;;;;;;e
;f;;;;;;;;;;;k;;w;;;;;;;;e
;f;n;;;;;;;;;;;;w;;;;;;;;e
;f;;;;;;;;;;;;;w;;;;;;;g;e
;f;;;;;;;;;;;;p;w;;;;;;;;e
;f;;;;;;;w;;;;;;w;;;;;;;;e
;f;;;;;;;h;;;;;;w;;;;;;;;e
;;;;;;;;;;;;k;;w;;;;;;;g;e
;;g;;;;;;;;;;k;;w;;;;;;;;e
;;g;;;;;;;;;;;p;w;;;;;;;;e
;;;;;;;;;;;;;;w;;;;;;y;;e
;;e;;;;;;w;;;;;;w;;;;;;;;e
;;y;;;;;;;;;;;;w;;;;;;;;e
;;;;;;;;;;c;;;;w;;;;;;;;e
;;;;;;;;;;;;y;;w;;;;;;;;e
;;;;;;;;;;;;;;;;;;p;;v;l;e
;;;t;;;;n;;;b;;;;;;;;;;v;;e
f;;;;;;;n;;;b;;;;;;;;;;v;;e
;;;;;;;n;w;;b;;;;;;;;;;v;;e
;;;;;;;;;;b;;;;;;;;;w;v;;e
;;;;n;;;;;;;;;;;;;;;;v;l;e
;;;;;;;;;e;;;;;;;;;;;v;l;e
;;;t;;;w;;;;;;;;;;;;;;v;;e
f;;;;;;w;;;;;;;;;;;;;;v;;e
;;e;;;;;;w;;;;;;;;;;;;v;;e
;;;;;;w;;w;;;;;;;;;;;;v;;e
;;;;;a;;;;;;;;;;;;;;;v;;e
x;y;;;;;;;;;b;;;;;;;;p;;;;e
;y;;;;;;;p;;b;;;;;;;;p;;;;e
x;;;;n;;;;;;;;;;;;;;p;;;;e
x;;;;;;;;;;;;;;;;;;p;w;;;e
x;;;;;;;;g;;;;;;;;;;p;;;g;e
;;;;n;;;;;;;;;;;;;;p;;;d;e
;f;;;n;;;;;;;;;;;;;;p;;;;e
;;n;;n;;;;;;;;;;;;;;p;;;;e
;;g;;;;;;;e;;;;;;;;;p;;;g;e
;y;;;;;;;;;;;;;;;;;p;;;d;e
;y;g;;;;;;;;;;;;;;;;p;;;;e
f;;;;;;;;;;;;;;;;;;p;;;d;e
f;f;;;;;;;;;;;;;;;;;p;;;;e
;;n;;;;;;;;;;;;;;;;p;;;d;e
;;;;;;;;w;;;;;;;;;;p;;;d;e
;s;;;;;;;;;;;;;;;;;p;w;;;e
;s;;;;;;;;;;;;;;;;;p;;;l;e
k;s;;;;;;;;;;;;;;;;;p;;;;e
;;;;;;;;;;?;;;;;;;;p;;;;e
;f;;;;;;;;;;;;;;;;;p;w;;;e
;;;;;;;;;;;k;;;;;;;p;;;;e
;f;n;;;;;;;;;;;;;;;;p;;;;e
;f;;;;;;;;;;;;;;;;;p;;;g;e
;f;;;;;;;w;;;;;;;;;;p;;;;e
;;;;;;;;;;;;k;;;;;;p;;;;e
;;n;;;;;;;;;;;;;;;;p;;;l;e
k;;n;;;;;;;;;;;;;;;;p;;;;e
b;;n;;;;;;;;;;;;;;;;p;;;;e
;;n;;;;;;;;;;;;;;;;p;;c;;e
;;;;;;;;;;;;;;p;;;;p;;;;e
;;;;;;;;;;;;;p;;;;;p;;;;e
;;;;;;;;;;;;;;;;;;p;;y;;e
;;e;;;;;;;;;;;;;;;;p;;;;e
;;;;;;;;;;;;;;;;;;p;;;p;e
;;y;;;;;;;;;;;;;;;;p;;;;e
;;;;;;;;;;c;;;;;;;;p;;;;e
;;;;;;;;;;;;y;;;;;;p;;;;e
;;;;;a;;;;;;;;;;;;;p;;;;e
;;;;;;;;y;;;;;;;;;;p;;;;e
x;;;;n;;;;;;b;;;;;;;;;;;;e
x;y;;t;;;;;;;b;;;;;;;;;;;;e
x;y;;;;;;;w;;b;;;;;;;;;;;;e
;;;;n;;;;;;b;;;;;;;;;;;d;e
;f;;;n;;;;;;b;;;;;;;;;;;;e
;;;;n;;;;;;b;;;;n;;;;;;;;e
;y;;t;;;;;p;;b;;;;;;;;;;;;e
;;;t;;;;;;;b;;;;;;;;;n;;;e
;;;t;;;;;;;b;;;;;;;;;k;;;e
;;;t;;;;;n;;b;;;;;;;;;;;;e
;y;;;;;;;;;b;;;;;;;;;n;;;e
;y;;;;;;;;;b;;;;;;;;;k;;;e
;y;;;;;;;n;;b;;;;;;;;;;;;e
f;;;;;;;;;;b;;;;;;;;;n;;;e
f;;;;;;;;;;b;;;;;;;;;k;;;e
f;;;;;;;;n;;b;;;;;;;;;;;;e
;;;;;;;;w;;b;;;;;;;;;;;d;e
;;;;;;;;;;b;;;;n;;;;;w;;;e
;f;;;;;;;w;;b;;;;;;;;;;;;e
;;n;;;;;;;;b;;;;;;;;;;;;e
;;;;;;;;w;;b;;;;;;;;;n;;;e
;;;;;;;;w;;b;;;;;;;;;k;;;e
;;e;;;;;;;;b;;;;;;;;;;;;e
;;;;;;;;w;;b;;;;n;;;;;;;;e
x;;;t;n;;;;;;;;;;;;;;;;;;e
x;s;;;n;;;;;;;;;;;;;;;;;;e
x;;;;n;;;;;;;;;;;;;;;;;g;e
x;;;;n;;w;;;;;;;;;;;;;;;;e
x;;w;;n;;;;;;;;;;;;;;;;;;e
x;;;;n;;;;;;;;;;;;;;;;;l;e
x;;;;n;;;;;;;;;;;;;;;;c;;e
x;;;;;;;;;e;;;;;;;;;;;;l;e
x;;;t;;;;;;;;;;;;;;;;;c;;e
x;;;t;;;;;;;;;;;;;;;;w;;;e
x;;;t;;;;;g;;;;;;;;;;;;;;e
x;;;;;;w;;;;;;;;;;;;e;;;;e
x;;;;;;;;;;;;;;;;;;e;;c;;e
x;;;;;;w;;;;;;;;;;;;;w;;;e
x;;;;;;w;;w;;;;;;;;;;;;;;e
x;;y;;;;;;;;c;;;;;;;;;;;;e
x;;;;;;;;;;;;;;;;;t;;;;;e
x;;;;;;;;;;;;;;;;;;;;;m;e
;;n;t;n;;;;;;;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;;e;;;;e
;s;;;n;;;;;;?;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;;;w;;;e
;s;;;n;;;;;;;k;;;;;;;;;;;e
;s;n;;n;;;;;;;;;;;;;;;;;;e
;s;;;n;;w;;;;;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;;;;;l;e
k;s;;;n;;;;;;;;;;;;;;;;;;e
;;;;n;;;;;;?;;;;;;;;;;;l;e
;;;;n;;;;;;;k;;;;;;;;;;g;e
;f;;;n;;;;;;;;;;;;;;;;;g;e
;f;;;n;;w;;;;;;;;;;;;;;;;e
;f;w;;n;;;;;;;;;;;;;;;;;;e
;f;;;n;;;;g;;;;;;;;;;;;;;e
;;;;n;;;;;;;;k;;;;;;;;;;e
;;n;;n;;;;;;;;;;;;;;;;;g;e
;;n;;n;;;;;;;;;;;;;;;;;l;e
;;n;;n;;;;;;;;;;;;;;;;c;;e
;;n;;n;;;;y;;;;;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;n;;;e
;;;;n;;;;;;;;;;;;;;;k;;;e
;;;;n;;;;;;;;;;p;;;;;;;;e
;;;;n;;;;;;;;;p;;;;;;;;;e
;;g;;n;;;;;;;;;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;;y;;e
;;e;;n;;;;;;;;;;;;;;;;;;e
;;;;n;;;;p;;;;;;;;;;;;;;e
;;;;n;;w;;g;;;;;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;;s;;e
;;;;n;;;;;;e;;;;;;;;;;;;e
;;;;n;;;;n;;;;;;;;;;;;;;e
;;;;n;;;;h;;;;;;;;;;;;;;e
;;;;n;;;;;;;;f;;;;;;;;;;e
;;;;n;;;;;;;f;;;;;;;;;;;e
;;;;n;;;;u;;;;;;;;;;;;;;e
;;;;n;;;;k;;;;;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;;;u;e
;;;;n;a;;;;;;;;;;;;;;;;;e
;s;;;;;;;;e;;;;;;;;;e;;;;e
;s;;;;;;;;e;?;;;;;;;;;;;;e
;s;;;;;;;;e;;;;;;;;;;w;;;e
;s;;;;;;;;e;;k;;;;;;;;;;;e
;s;;;;;;;;e;;;k;;;;;;;;;;e
;s;g;;;;;;;e;;;;;;;;;;;;g;e
;s;;;;;;;;e;;;;;;;;;;;;l;e
k;s;;;;;;;;e;;;;;;;;;;;;;e
;;;;;;;;;e;?;;k;;;;;;;;;;e
;;;;;;;;;e;?;;;;;;;;;;;l;e
;;;;;;;;;e;;;k;;;;;;;w;;;e
;;n;;;;;;;e;;;;;;;;;;;;p;e
;;n;;;;;;;e;;;;;;;;;;;;l;e
;;g;;;;;;;e;;;;;;;;;;;s;g;e
;;g;;;;;;w;e;;;;;;;;;;;;;e
;;;;;;;;;e;;;f;;;;;;;;;;e
;y;g;t;;;;;;;;;;;;;;;;;;;e
;;;t;;;;;;;;;;;;;;;;;;d;e
;;;t;;;;;;;;;;;;;;;e;;;;e
;;;t;;;;;;;?;;;;;;;;;;;;e
;s;;t;;;;;;;;;;;;;;;;w;;;e
;;n;t;;;;;;;;;;;;;;;;w;;;e
;f;;t;;;;;;;;;;;;;;;;;;;e
;;g;t;;;;;;;;;;;;;;;;n;;;e
;;;t;;;;;g;;;;;;;;;;;n;;;e
;;g;t;;;;;;;;;;;;;;;;k;;;e
;;;t;;;;;g;;;;;;;;;;;k;;;e
;;;t;;;;;;;;;;;p;;;;;;;;e
;;;t;;;;;;;;;;p;;;;;;;;;e
;;g;t;;;;;n;;;;;;;;;;;;;;e
;;;t;;;;;;;;;;;;;;;;;y;;e
;;e;t;;;;;;;;;;;;;;;;;;;e
;;;t;;;;;g;;;;;;;;;;;;s;;e
;;;t;;;;;;;;;;;;;;;;;;p;e
;;y;t;;;;;;;;;;;;;;;;;;;e
;;;t;;;;;;;c;;;;;;;;;;;;e
;;;t;;;;;u;;;;;;;;;;;;;;e
;;;t;;;;;;;;;y;;;;;;;;;;e
;y;;;;;;;;;;;;;;;;;;n;;d;e
;y;;;;;;;;;;;;;;;;;;k;;d;e
;y;;;;;;;n;;;;;;;;;;;;;d;e
;y;g;;;;;;;;;;;;;;;;;n;;;e
;y;g;;;;;;;;;;;;;;;;;k;;;e
;y;g;;;;;;w;;;;;;;;;;;;;;e
;y;g;;;;;;n;;;;;;;;;;;;;;e
;y;;;;;;;;;;;f;;;;;;;;;;e
;y;;;;;;;u;;;;;;;;;;;;;;e
f;;;;;;;;;;;;;;;;;;;n;;d;e
f;;;;;;;;;;;;;;;;;;;k;;d;e
f;;;;;;;;n;;;;;;;;;;;;;d;e
f;s;;;;;w;;;;;;;;;;;;;;;;e
f;f;;;;;;;;;;;;;;;;;;n;;;e
f;f;;;;;;;;;;;;;;;;;;k;;;e
f;f;;;;;w;;;;;;;;;;;;;;;;e
f;f;;;;;;;;;;;;;;;;;;;s;;e
f;f;;;;;;;n;;;;;;;;;;;;;;e
f;f;w;;;;;;;;;;;;;;;;;;;;e
f;;g;;;;;;;;;;;;;;;;;n;;;e
f;;;;;;w;;;;;;;;;;;;;n;;;e
f;;g;;;;;;;;;;;;;;;;;k;;;e
f;;;;;;w;;;;;;;;;;;;;k;;;e
f;;g;;;;w;;;;;;;;;;;;;;;;e
f;;g;;;;;;n;;;;;;;;;;;;;;e
f;;;;;;w;;p;;;;;;;;;;;;;;e
f;;;;;;w;;;;;;;;;;;;;;s;;e
f;;;;;;w;;n;;;;;;;;;;;;;;e
f;;;;;;;;u;;;;;;;;;;;;;;e
;;n;;;;;;;;;;;;;;;;;n;;d;e
;;n;;;;;;;;;;;;;;;;;k;;d;e
;;n;;;;;;p;;;;;;;;;;;;;d;e
;;n;;;;;;n;;;;;;;;;;;;;d;e
;;;;;;;;w;;;;;;;;;;;n;;d;e
;;;;;;;;w;;;;;;;;;;;k;;d;e
;;g;;;;;;w;;;;;;;;;;;;;d;e
;s;;;;;w;;;;;;;;;;;;e;;;;e
;f;;;;;w;;;;;;;;;;;;e;;;;e
;;;;;;;;;;;;;;;;;;e;;;g;e
;;;;;;;;;;e;;;;;;;;e;;;;e
;;;;;;;;;;;;;;;;;;e;n;;;e
;;;;;;;;;;;;;;;;;;e;k;;;e
;;g;;;;;;;;;;;;;;;;e;;;;e
;;;;;;;;p;;;;;;;;;;e;;;;e
;;;;;;;;;;;;;;;;;;e;;s;;e
;;;;;;;;n;;;;;;;;;;e;;;;e
;;w;;;;;;;;;;;;;;;;e;;;;e
;;;;;;;;h;;;;;;;;;;e;;;;e
;;;;;;;;;;;;f;;;;;;e;;;;e
;;;;;;;;;;;;;;;;;t;e;;;;e
;;;;;;;;;;;f;;;;;;;e;;;;e
;;;;;;;;k;;;;;;;;;;e;;;;e
;s;;;;;;;w;;?;;;;;;;;;;;;e
b;s;;;;;;;;;?;;;;;;;;;;;;e
;s;;;;;w;;;;;;;;;;;;;w;;;e
;s;;;;;;;w;;;;;;;;;;;w;;;e
;s;w;;;;;;;;;;;;;;;;;w;;;e
b;s;;;;;;;;;;;;;;;;;;w;;;e
;s;;;;;;;;;;k;;;;;;;;;;g;e
;s;;;;;;;;;;;k;;;;;;;;;g;e
b;s;n;;;;;;;;;;;;;;;;;;;;e
;s;;;;;w;;w;;;;;;;;;;;;;;e
;s;y;;;;;;;;;;;;;;;;;;;;e
;s;;;;;;;;;c;;;;;;;;;;;;e
;s;;;;;;;;;;;;;;;;;;;c;;e
;s;;;;a;;;;;;;;;;;;;;;;;e
;s;;;;;;;y;;;;;;;;;;;;;;e
;;;;;;;n;;;;;;;;;;;;;y;;e
;;;;;;;n;;;;;f;;;;;;;;;;e
;f;;;;;;;;;?;;k;;;;;;;;;;e
;;;;;;;;;;?;;;;;;;;;;;g;e
;;;;;;w;;;;?;;;;;;;;;;;;e
;;g;;;;;;;;?;;;;;;;;;;;;e
;;;;;;;;p;;?;;;;;;;;;;;;e
;;;;;;;;;;?;;;;;;;;;;s;;e
;;;;;;;;n;;?;;;;;;;;;;;;e
;;w;;;;;;;;?;;;;;;;;;;;;e
;;;;;;;;g;;?;;;;;;;;;;;;e
;;;;;;;;;;?;;;;;;;t;;;;;e
;;;;;;;;;;?;;;;;;;;;;c;;e
;;;;;a;;;;;?;;;;;;;;;;;;e
;;;;;;;;y;;?;;;;;;;;;;;;e
;f;;;;;;;;;;;k;;;;;;;w;;;e
;f;;;;;w;;;;;;;;;;;;;w;;;e
;f;w;;;;;;;;;;;;;;;;;w;;;e
;;;;;;;;;;;;;;;;;;;w;;g;e
;;g;;;;;;;;;;;;;;;;;w;;;e
;;;;;;;;p;;;;;;;;;;;w;;;e
;;;;;;;;;;;;;;;;;;;w;s;;e
;;;;;;;;g;;;;;;;;;;;w;;;e
;;;;;;;;;;;;;;;;;t;;w;;;e
;;p;;;;;;;;;;;;;;;;;w;;;e
;;;;;;w;;;;;k;;;;;;;;;;;e
;;;;;;;;;;;k;;;;;;t;;;;;e
;;;;;;;;;;;k;;;;;;;;;s;;e
;;w;;;;;;;;;k;;;;;;;;;;;e
;f;n;;;;;;;;;;;;;;;;;;;g;e
;f;n;;;;;;;;;;;;;;;;;n;;;e
;f;n;;;;;;;;;;;;;;;;;k;;;e
;f;n;;;;;;;;;;;;p;;;;;;;;e
;f;n;;;;;;;;;;;p;;;;;;;;;e
;f;n;;;;;;p;;;;;;;;;;;;;;e
;f;n;;;;;;;;;;;;;;;;;;s;;e
;f;n;;;;;;n;;;;;;;;;;;;;;e
;f;;;;;;;;;;;;;;;;;;n;;g;e
;f;;;;;;;;;;;;;;;;;;k;;g;e
;f;;;;;;;;;;;;;;;;;;;s;g;e
;f;;;;;;;n;;;;;;;;;;;;;g;e
;f;w;;;;;;;;;;;;;;;;;;;g;e
;f;;;;;;;w;;;;;;;;;;;n;;;e
;f;;;;;;;w;;;;;;;;;;;k;;;e
;f;g;;;;;;w;;;;;;;;;;;;;;e
;f;e;;;;;;;;;;;;;;;;;;;;e
;f;;;;;w;;w;;;;;;;;;;;;;;e
k;f;;;;;w;;;;;;;;;;;;;;;;e
;f;;;;;;;;;e;;;;;;;;;;;;e
;f;;;;;;;;;;;f;;;;;;;;;;e
;f;;;;;;;;;;;;;;;;t;;;;;e
;f;;;;;;;;;;f;;;;;;;;;;;e
;f;;;;;;;k;;;;;;;;;;;;;;e
;f;;;;;;;;;;;;;;;;;;;;u;e
;;;;;;w;;;;;;k;;;;;;;;;;e
;;;;;;;;;;;;k;;;;;t;;;;;e
;;;;;;;;;;;;k;;;;;;;;s;;e
;;w;;;;;;;;;;k;;;;;;;;;;e
;;n;;;;;;;;;;;;;;;;;;y;;e
;;n;;;;w;;;;;;;;;;;;;;;;e
;;n;;;;;;;;;;;;;;;;;;c;l;e
;;n;;;;;;y;;;;;;;;;;;;;l;e
;;n;;;;;;h;;;;;;;;;;;;;;e
;;n;;;;;;;;;;f;;;;;;;;;;e
;;n;;;;;;;;;;;;;;;t;;;;;e
;;n;;;;;;;;;f;;;;;;;;;;;e
;;n;;;;;;u;;;;;;;;;;;;;;e
;;g;;;;;;;;;;;;;;;;;n;;g;e
;;g;;;;;;;;;;;;;;;;;k;;g;e
;;g;;;;;;n;;;;;;;;;;;;;g;e
;;;;;;w;;;;;;;;;;;;;;;g;e
;;;;;;;;g;;;;;;;;;;;;s;g;e
b;;y;;;;;;;;;;;;;;;;;;;g;e
k;;;;;;;;;;;;;;;;;;;;;g;e
;;;;;;;;;;c;;;;;;;;;;;g;e
;;;;;;;;;;;;y;;;;;;;;;g;e
;;;;;;;;;;;;;;p;;;;;n;;;e
;;;;;;;;;;;;;p;;;;;;n;;;e
;;g;;;;;;w;;;;;;;;;;;n;;;e
;;;;;;;;;;;;;;;;;;;n;y;;e
;;e;;;;;;;;;;;;;;;;;n;;;e
;;y;;;;;;;;;;;;;;;;;n;;;e
;;;;;;;;h;;;;;;;;;;;n;;;e
;;;;;;;;;;;;f;;;;;;;n;;;e
;;;;;;;;;;c;;;;;;;;;n;;;e
;;;;;;;;;;;f;;;;;;;;n;;;e
b;;;;;;;;;;;;;;;;;;;n;;;e
;;;;;;;;;;;;;;;;;;;n;;m;e
;;;;;;;;;;;;y;;;;;;;n;;;e
;;;;;;;;;;;;;;p;;;;;k;;;e
;;;;;;;;;;;;;p;;;;;;k;;;e
;;g;;;;;;w;;;;;;;;;;;k;;;e
;;;;;;;;;;;;;;;;;;;k;y;;e
;;e;;;;;;;;;;;;;;;;;k;;;e
;;y;;;;;;;;;;;;;;;;;k;;;e
;;;;;;;;h;;;;;;;;;;;k;;;e
;;;;;;;;;;;;f;;;;;;;k;;;e
;;;;;;;;;;c;;;;;;;;;k;;;e
;;;;;;;;;;;f;;;;;;;;k;;;e
b;;;;;;;;;;;;;;;;;;;k;;;e
;;;;;;;;;;;;;;;;;;;k;;m;e
;;;;;;;;;;;;y;;;;;;;k;;;e
;;;;;;;;w;;;;;;p;;;;;;;;e
;;;;;;;;n;;;;;;p;;;;;;;;e
;;;;;;;;u;;;;;;p;;;;;;;;e
;;;;;;;;w;;;;;p;;;;;;;;;e
;;;;;;;;n;;;;;p;;;;;;;;;e
;;;;;;;;u;;;;;p;;;;;;;;;e
;;g;;;;;;;;e;;;;;;;;;;;;e
;;g;;;;;;;;;;;;;;;t;;;;;e
;;g;;;;;;k;;;;;;;;;;;;;;e
;;e;;;;;;;;;;;;;;;;;;y;;e
;;;;;;;;w;;;;;;;;;;;;y;;e
;;;;;;;;n;;;;;;;;;;;;y;;e
;;;;;;;;u;;;;;;;;;;;;y;;e
;;;;;;;;;;;;y;;;;;;;;y;;e
;;e;;;;;;p;;;;;;;;;;;;;;e
;;e;;;;;;n;;;;;;;;;;;;;;e
;;e;;;;;;u;;;;;;;;;;;;;;e
;;;;;;;;p;;;;;;;;;t;;;;;e
;;;;;;;;p;;;;y;;;;;;;;;;e
;;;;;;w;;;;e;;;;;;;;;;;;e
;;;;;;w;;h;;;;;;;;;;;;;;e
;;;;;;w;;;;;;f;;;;;;;;;;e
;;;;;;w;;;;;;;;;;;t;;;;;e
;;;;;;w;;;;;f;;;;;;;;;;;e
;;;;;;w;;k;;;;;;;;;;;;;;e
;;y;;;;;;;;;;;;;;;;;;s;;e
;;;;;;;;;;;;;;;;;t;;;s;;e
;;;;;;;;;;c;;;;;;;;;;s;;e
b;;;;;;;;;;;;;;;;;;;;s;;e
;;;;;;;;;;;;;;;;;;;;s;m;e
;;;;;;;;;;;;y;;;;;;;;s;;e
;;;;;;;;w;;;;;;;;;;;;;p;e
;;;;;;;;;;;;y;;;;;;;;;p;e
;;;;;;;;h;;e;;;;;;;;;;;;e
;;;;;;;;;;e;;f;;;;;;;;;;e
;;;;;;;;;;e;f;;;;;;;;;;;e
;;y;;;;;;n;;;;;;;;;;;;;;e
;;y;;;;;;k;;;;;;;;;;;;;;e
;;y;;;;;;;;;;;;;;;;;;;m;e
