cap-shape;cap-surface;cap-color;bruises ;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
f;;g;f;;;;b;;e;;;;;;;;;;;;;p
;s;n;;;;;;;t;;;;;;;;;;;v;;p
;s;;f;;f;;;;;;;;;;;;;;;v;;p
;s;;f;;;c;;;;;;;w;;;;;;;;;p
;s;;f;;;c;;;;;;;;w;;;;;;;;p
;s;;;;;c;;;;b;;;;;;;o;;;;;p
;s;;;;;c;;;;;;;;;;;o;;;;d;p
;s;;;;;c;;;;;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;w;;;;;;;v;;p
;s;;f;;;;;;;;;;;w;;;;;;v;;p
;s;;f;;;;;;;;;;;;;w;;;;v;;p
;s;;f;;;;;;;;;;;;;;o;;;;d;p
;s;;f;;;;;;;;;;;;;;;e;w;;;p
;s;;f;;;;;;;;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;w;v;;p
;y;n;;;;c;n;;;;;;;;;;;;;;;p
;;n;f;;;;;;;;;;;w;;;;;w;;;p
;;n;f;;;;;;;;;;;;;;o;;;;d;p
;;n;f;;;;;;;;;;;;;;;;;v;d;p
k;;;;;f;c;;;;;;;;;;;o;;;;;p
k;;;;;f;c;;;;;;;;;;;;;;v;;p
;;;f;;f;;b;;;;;;;;;;;;;v;;p
;y;;;;;c;n;;;;;s;;;;;;;;;;p
;;;;;;c;n;;;;;s;;;;;;;;;d;p
;;;;;;c;;;e;b;;;;;;;o;;;;;p
;f;;;;;c;b;;e;;;;;;;;;;;;;p
;f;;;;;c;;;e;b;;;;;;;;;;;;p
;;;f;;;c;;;;;s;;;;;;;;w;;;p
;y;;f;;;c;;;;;;s;;;;;;;;;;p
;;;f;;;c;;;;;;s;;;;;;;w;;;p
;;;f;;;c;;;;;;;w;;;;;;w;;;p
;;;f;;;c;;;;;;;;w;;;;;w;;;p
k;;;;;;c;;;;;;;;;;w;o;;;;;p
k;;;;;;c;;;;;;;;;;w;;;;v;;p
;;;f;;;c;;;;b;;;;;;;o;;;;;p
;;g;f;;;c;b;;;;;;;;;;;;;;;p
;;;f;;;c;b;g;;;;;;;;;;;;;;p
;;;f;;;c;b;p;;;;;;;;;;;;;;p
;f;;f;;;c;b;;;;;;;;;;;;;;;p
;;;f;;;c;;;;b;;;;;;;;;;v;;p
;;;f;;;c;;;;;;;;;;;;;w;v;;p
;f;;f;;;c;;;;b;;;;;;;;;;;;p
k;;;;;;c;;;;;;;;;;;;;w;v;;p
;y;;;;;;n;;;;;s;;w;;;;;;;;p
;;g;;;;;b;;e;;;;;;;;o;;;;;p
;f;;;;;;b;;e;;;;;;;;o;;;;;p
;;;;;;;b;;e;b;;;;;;;o;;;;;p
;;;;;;;b;;e;;;;;;;;o;;;;d;p
;;;f;;;;;;e;;;;;;;;o;;;;g;p
;y;g;;;;;;;e;;;;;;;;o;;;;;p
;;g;;;;;;;e;b;;;;;;;o;;;;;p
;;;;;;;;;e;b;;;;;;;o;;;y;;p
;;;;;;;;;e;b;;;;;;;o;;;;d;p
;f;;;;;;b;;e;;;;;;;;;;;v;;p
;f;;;;;;b;;e;;;;;;;;;;;y;;p
f;f;;;;;;b;;e;;;;;;;;;;;;;p
;f;;;;;;b;;e;b;;;;;;;;;;;;p
;f;g;;;;;;;e;b;;;;;;;;;;;;p
;;;;;;;;;e;b;;;;;;;;;;v;d;p
;f;;;;;;;;e;b;;;;;;;;;;y;;p
;y;;;;;;;;;;;;;w;;;o;e;;;;p
;y;;f;;;;;;;;;;;w;;;;e;;;;p
;y;;f;;;;;;;;;;;w;;;;;w;;;p
;;;f;;;;;;;;;;;w;;;;e;w;;;p
;;;f;;;;;;;;;;;w;;;;;w;v;;p
;;;f;;;;b;;;;;;;;;w;;;;v;;p
;y;;f;;;;b;;;;;;;;;;o;;;;;p
;;;f;;;;b;g;;;;;;;;;o;;;;;p
;;;f;;;;b;;;;;;;;;;o;;;y;;p
;;;f;;;;b;;;b;;;;;;;o;;;;;p
;;;f;;;;b;;;;;;;;;;o;;;;d;p
;;;f;;;;;;;b;;;;;;;o;;;y;;p
;;;f;;;;;;;b;;;;;;;o;;;;d;p
;y;;f;;;;b;;;;;;;;;;;;;v;;p
;;g;f;;;;b;;;;;;;;;;;;;v;;p
;;g;f;;;;b;;;;;;;;;;;;;y;;p
;f;;f;;;;b;;;;;;;;;;;;;v;;p
;;;f;;;;b;;;b;;;;;;;;;;v;;p
;f;;f;;;;b;;;;;;;;;;;;;y;;p
;f;;f;;;;b;;;b;;;;;;;;;;;;p
;;;f;;;;;;;b;;;;;;;;;;v;d;p
;f;;f;;;;;;;b;;;;;;;;;;y;;p
