cap-shape;cap-surface;cap-color;bruises ;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;;;;;c;;;;;;;;n;;;;;;v;;p
;f;;;;;c;;h;;;;;;;;;;;;;;p
;f;;;;;c;;;;;;;;n;;;;;;;;p
;;;;;;c;;;;b;;f;;;;;;;;;;p
;;;;;;c;;;;;;;;;;;;;w;;l;p
;;w;;;;;n;k;;;;;;;;;;;;;;p
;y;;;;;;n;k;;;;;;;;;;;;;;p
;;y;;;;;n;;e;;;;;;;;;;;;;p
;;w;;;;;n;;;e;;;;;;;;;;;;p
;;;;;;;n;;;;;;;w;;;;e;;;;p
;;;;;;;n;;;;;;;w;;;;;w;;;p
k;;;;;;;n;;;;;;;w;;;;;;;;p
;y;;;;;;n;;;;;;;;;;;p;;;;p
;;;;;;;n;u;;;;;;;;;;p;;;;p
;;w;;;;;n;;;;;;;;;;;;k;;;p
;y;;;;;;n;;;;;;;;;;;;k;;;p
;;;;;;w;n;;;;;;;;;;;;k;;;p
;;;;;;;n;w;;;;;;;;;;;k;;;p
;;;;;;;n;;;b;;;;;;;;;k;;;p
;;;;;;;n;;;;;;;;;;;;k;;d;p
;;;;;;;n;u;;;;;;;;;;;k;;;p
;y;;;;;;n;;;;;;;;;;;;n;;;p
;;;;;;;n;u;;;;;;;;;;;n;;;p
;y;;;;;;n;n;;;;;;;;;;;;;;p
;y;;;;;;n;;t;;;;;;;;;;;;;p
;;g;;;;w;n;;;;;;;;;;;;;;;p
;;g;;;;;n;;;b;;;;;;;;;;;;p
;;g;;;;;n;;;;;;;;;;;;;;d;p
;;;f;;;;n;;t;;;;;;;;;;;;;p
;;;;;;w;n;g;;;;;;;;;;;;;;p
;;;;;;;n;;t;;;;;;;;;e;;;;p
;f;;;;;;n;u;;;;;;;;;;;;;;p
;;;;;;;n;u;;b;;;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;w;;d;p
k;;;;;;;n;;;;;;;;;;;;;;d;p
;;;;;;;;;e;e;;;;;;;;;;s;;p
;;;;;;;;;e;e;;;;;;;;;;;g;p
;;w;;;;;;;e;e;;;;;;;;;;;;p
;;;;;;;;;e;;;s;;;;;;;;;d;p
;;;;;;;;u;e;;;;;;;;;p;;;;p
;;;;;;w;;;e;;;;;;;;;;k;;;p
;;;;;;;;;e;b;;;;;;;;;k;;;p
;;;;;;;;;e;;;;;;;;;;k;;d;p
;;;;;;;;u;e;;;;;;;;;;k;;;p
;;y;;;;;;;e;;;;;;;;;;;v;;p
;f;y;;;;;;;e;;;;;;;;;;;;;p
;;y;;;;;;;e;b;;;;;;;;;;;;p
;;y;;;;;;;e;;;;;;;;;;;;d;p
;;;;;;;b;h;e;;;;;;;;;;;;;p
;;;;;;w;;;e;;;;;;;;;;n;;;p
;;;;;;;;;e;b;;;;;;;;;n;;;p
;;;;;;;;;e;;;;;;;;;;n;;d;p
;;;;;;;;u;e;;;;;;;;;;n;;;p
;;;;;;;;h;e;;;;;;;;;;;;g;p
;;w;;;;;;;e;b;;;;;;;;;;;;p
;;;;;;w;;n;e;;;;;;;;;;;;;p
;;;;;;;;n;e;b;;;;;;;;;;;;p
;;;;;;;;n;e;;;;;;;;;;;;d;p
;;g;;;;;;;e;;;;;;;;;;;;d;p
;;g;;;;;;h;e;;;;;;;;;;;;;p
;;;;;;w;;;e;;;;;;;;;;;;d;p
;;;;;;;;p;e;b;;;;;;;;;;;;p
;f;;;;;;;;e;;;;;;;;;;;;d;p
;f;;;;;;;h;e;;;;;;;;;;;;;p
;f;;;;;;;u;e;;;;;;;;;;;;;p
;;;;;;;;u;e;b;;;;;;;;;;;;p
;;;;;;;;;;e;;;;;;;;p;;s;;p
;;;;;;;;;;e;;;;;;;;p;;;g;p
;;w;;;;;;;;e;;;;;;;;p;;;;p
;;w;;;;;;;;e;;;;;;;;;;v;;p
b;;;;;;;;;;b;s;;;;;;;;;;;p
;;;f;;;;;;;;s;;;;;;;;;;p;p
;;;;;;;;;;;s;;;;;;;;w;;d;p
k;;;;;;;;;;;s;;;;;;;;;;d;p
k;;;;;;;;;;;s;;;;;;;;;;p;p
;;;;;;;;;;;;s;;;;;o;;;;p;p
b;;;;;;;;;;b;;s;;;;;;;;;;p
;;;f;;;;;;;;;s;;;;;;;;;d;p
;;;f;;;;;;;;;s;;;;;;;;;p;p
;;;;;;;;h;;;;s;;;;;;;;v;;p
;;;;;;;;;;;;s;;;;;;;w;;d;p
k;;;;;;;;;;;;s;;;;;;;;;d;p
k;;;;;;;;;;;;s;;;;;;;;;p;p
b;;;;;;;;;;;;;w;;;;;;;v;;p
b;;;;;;;;;;b;;;w;;;;;;;;;p
;;;f;;;;;;;;;y;w;;;;;;;;;p
;;;f;;;;;;;;;;w;;;;;;;;p;p
;;;;n;;;;;;;;y;w;;;;;;;;;p
;;;;;;;;;;;;y;w;;;;;;;;d;p
;;;;;;;;;;;;;w;;;;;;w;;d;p
k;;;;;;;;;;;;;w;;;;;;;;d;p
;;;;;;;;;;;;y;w;;;;;;w;;;p
k;;;;;;;;;;;;;w;;;;;;;;p;p
;;;;;;;;;;;;;;w;;;o;;w;;;p
k;;;;;;;;;;;;;;w;;;o;;;;;p
b;;;;;;;;;;;;;;w;;;;;;v;;p
b;;;;;;;;;;b;;;;w;;;;;;;;p
;;;f;;;;;;;b;;;;w;;;;;;;;p
;;;f;;;;;;;;;;;w;;;;;;;p;p
;;;;;;;;;;;;;;w;;;;e;;v;;p
;;;;;;;;;;;f;;;w;;;;;;v;;p
k;;;;;;;;;;;;;;w;;;;;;v;;p
;;;;;;;;w;;;f;;;w;;;;;;;;p
;;;;;;;;;;b;;f;;w;;;;;;;;p
;;;;;;;;;;b;f;;;w;;;;;;;;p
;;;;;;;;;;;;;;w;;;;;w;;d;p
k;;;;;;;;;;;;;;w;;;;;;;d;p
k;;;;;;;;;;;;;;w;;;;;;;p;p
b;;;;;;;;;;;;;;;;w;;;;v;;p
;;;f;;;;;;;;;;;;;w;;;;c;;p
;;;;;;;b;;;;;;;n;;;o;;;;;p
;;g;;;;;;;;;;;;;;;o;;;;p;p
;;;f;;;;;;;;;y;;;;;o;;;;;p
;;;f;;;;;;;;;;;;;;o;;;;p;p
;;;;n;;;;;;;;y;;;;;o;;;;;p
;;;;;;w;;g;;;;;;;;;o;;;;;p
;;e;;;;;;;;;;;;;;;o;e;;;;p
;;;;;;;;;;;;;;;;;o;;;v;p;p
;;;;;;;;;;;;;;n;;;o;;;y;;p
;;;;;;;;;;b;;;;;;;o;;;;p;p
;;;;;;;;;;;;y;;;;;o;;;;d;p
;;;;;;;;;;;;;;n;;;o;;;;d;p
;;;;;;;;;;;;;;;;;o;;w;;d;p
k;;;;;;;;;;;;;;;;;o;;;;d;p
;;;;;;;;;;;;y;;;;;o;;w;;;p
;;;;;;;;;;;;;;n;;;o;;;;p;p
;;;;;;;;;;;;;;;;;o;;w;;p;p
k;;;;;;;;;;;;;;;;;o;;;;p;p
;;e;;;;;;;;;;;;;;;o;;w;;;p
k;;e;;;;;;;;;;;;;;;o;;;;;p
;;;;;;w;;;;;;;;;;;;p;k;;;p
;;;;;;;;;t;;;;;;;;;p;;s;;p
;;;;;;;;;t;;;;;;;;;p;;;g;p
;;;f;;;;;u;;;;;;;;;;p;;;;p
;;w;;;;;;;;;;;;;;;;;k;v;;p
;;w;;;;;;;;b;;;;;;;;;k;;;p
;;w;;;;;;;;;;;;;;;;;k;;d;p
;;;f;;;;;;;b;;;;;;;;;k;;;p
;;;f;;;;;;;;;;;;;;;;k;;d;p
;;;f;;;;;u;;;;;;;;;;;k;;;p
;;;;;;w;;;;;;;;;;;;;k;v;;p
;;;;;;w;;;;b;;;;;;;;;k;;;p
;;;;;;w;;;;;;;;;;;;;k;;d;p
;;;;;;;;w;t;;;;;;;;;;;s;;p
;;;;;;;;w;;;;f;;;;;;;;s;;p
;;;;;;;;w;;;f;;;;;;;;;s;;p
;;y;;;;;b;;;;;;;;;;;;;v;;p
;f;y;;;;;b;;;;;;;;;;;;;;;p
;;y;;;;;b;;;b;;;;;;;;;;;;p
;;y;;;;;b;;;;;;;;;;;;;;d;p
;f;y;;;;;;;;;;;;;;;;;;;g;p
;y;y;;;;;;;;;;;;;;;;;;v;;p
;y;y;;;;;;;;b;;;;;;;;;;;;p
;y;y;;;;;;;;;;;;;;;;;;;d;p
;;y;;;;;;g;;;;;;;;;;;;v;;p
;f;y;;;;;;g;;;;;;;;;;;;;;p
;;y;;;;;;g;;;;;;;;;;;;y;;p
f;;y;;;;;;g;;;;;;;;;;;;;;p
;;y;;;;;;;;;;;;;;;;;;v;p;p
;f;y;;;;;;;;;;;;;;;;;;y;;p
;;y;;;;;;;;b;;;;;;;;;;y;;p
;;y;;;;;;;;;;;;;;;;;;y;d;p
;;y;;;;;;;;b;;;;;;;;;;;p;p
;;w;;;;;b;;;;;;;;;;;;;v;;p
;;w;;;;;b;;;b;;;;;;;;;;;;p
;y;;;;;;b;h;;;;;;;;;;;;;;p
;;;;;;;b;g;;;;;;;;;;;;v;;p
;;;;;;;b;g;;;;;;;;;;;;y;;p
f;;;;;;;b;g;;;;;;;;;;;;;;p
;;;;;;;b;;;;;f;;;;;;;;v;;p
;;;;;;;b;;;;f;;;;;;;;;v;;p
;;;;;;;b;h;;;;;;;;;;;;v;;p
;;;;;;;b;;;;;;;n;;;;;;v;;p
;;;;;;;b;w;;;;f;;;;;;;;;;p
;;;;;;;b;w;;;f;;;;;;;;;;;p
;f;;;;;;b;;;;;;;n;;;;;;;;p
;;;;;;;b;;;b;;f;;;;;;;;;;p
;;;;;;;b;h;;;;;;;;;;;;y;;p
;;;;;;;b;;;b;f;;;;;;;;;;;p
;;;;;;;b;h;;;;;;;;;;;;;d;p
;;;f;;;;;;;b;;;;;;;;;n;;;p
;;;f;;;;;;;;;;;;;;;;n;;d;p
;;;f;;;;;u;;;;;;;;;;;n;;;p
;y;g;;;;;;;;;;;;;;;;;;;g;p
;y;;f;;;;;;;;;;;;;;;;;;g;p
;y;;;;;;;h;;;;;;;;;;;;;g;p
;;g;;;;;;;;;;;;;;;;;;y;g;p
;;;f;;;;;;;;;;;;;;;;;y;g;p
;;;;;;;;w;t;;;;;;;;;;;;g;p
;;;;;;;;g;;;;;;;;;;;;y;g;p
f;;;;;;;;g;;;;;;;;;;;;;g;p
;;;;;;;;w;;;;f;;;;;;;;;g;p
;;;;;;;;w;;;f;;;;;;;;;;g;p
;f;;;;;;;;;;;;;;;;;;;y;g;p
;;;;;;;;h;;;;;;;;;;;;y;g;p
b;y;;;;;;;;;;;;;;;;;;;v;;p
b;;;;;;;;w;;;;;;;;;;;;v;;p
b;;;;;;;;;;b;;;;;;;;;;v;;p
b;;;;;;;;;;;;;;;;;t;;;v;;p
;;w;f;;;;;;;b;;;;;;;;;;;;p
;;w;;n;;;;;;b;;;;;;;;;;;;p
;;w;;;;;;;;;f;;;;;;;;;v;;p
;;w;;;;;;;;;;;;;;;t;;;v;;p
;;w;;;;;;;;b;;f;;;;;;;;;;p
;;w;;;;;;;;b;f;;;;;;;;;;;p
;;w;;;;;;;;b;;;;;;;t;;;;;p
;;;f;;;;;n;;b;;;;;;;;;;;;p
;;;f;;;;;n;;;;;;;;;;;;;d;p
;y;g;f;;;;;;;;;;;;;;;;;;;p
;y;g;;;;;;g;;;;;;;;;;;;;;p
;y;g;;;;;;h;;;;;;;;;;;;;;p
;y;;f;;;;;;t;;;;;;;;;;;;;p
;y;;f;;;;;g;;;;;;;;;;;;;;p
;y;;f;;;;;;;;;;;;;;;;;c;;p
;y;;;;;;;;t;;;;;;;;;e;;;;p
;y;;;;;;;g;;;;;;;;;;;;v;;p
;y;;;;;;;g;;;;;;;;;;;;y;;p
f;y;;;;;;;g;;;;;;;;;;;;;;p
;;g;f;;;;;;;b;;;;;;;;;;;;p
;;g;f;;;;;;;;;;;;;;;;;;d;p
;;g;f;;;;;;;;;;;;;;;;;;p;p
;;g;;;;w;;;;b;;;;;;;;;;;;p
;;g;;;;w;;;;;;;;;;;;;;;d;p
;;g;;;;;;p;;;;;;;;;;;;;p;p
;;g;;;;;;;;;;f;;;;;;;;v;;p
;;g;;;;;;;;;f;;;;;;;;;v;;p
;;g;;;;;;h;;;;;;;;;;;;v;;p
;;g;;;;;;;;b;;f;;;;;;;;;;p
;;g;;;;;;h;;;;;;;;;;;;y;;p
;;g;;;;;;;;b;f;;;;;;;;;;;p
;;g;;;;;;h;;;;;;;;;;;;;d;p
;;;f;;;w;;;;;;;;;;;;;;;d;p
;;;f;;;;;;t;;;;;;;;;;;v;;p
;;;f;;;;;;t;;;;;;;;;;;;d;p
;;;f;;;;;p;;b;;;;;;;;;;;;p
;;;f;;;;;p;;;;;;;;;;;;;p;p
;;;f;;;;;;;;;;;;;;;;;v;p;p
;;;f;;;;;w;;;;;;;;;;;;c;;p
;f;;f;;;;;;;;;;;;;;;;;;d;p
;f;;f;;;;;u;;;;;;;;;;;;;;p
;;;f;;;;;u;;b;;;;;;;;;;;;p
;;;f;;;;;;;;;;;;;;;;w;c;;p
;;;;;;;;;t;;;;;;;;;e;;v;;p
;;e;;;;;;;t;;;;;;;;;e;;;;p
;;;;;;;;;t;;;f;;;;;;;;v;;p
;;;;;;;;;t;;f;;;;;;;;;v;;p
;;;;;;;;h;t;;;;;;;;;;;v;;p
;;;;;;;;w;t;;;f;;;;;;;;;;p
;;;;;;;;w;t;;f;;;;;;;;;;;p
;;;;;;;;;t;b;;f;;;;;;;;;;p
;;;;;;;;;t;b;f;;;;;;;;;;;p
;;e;;;;;;;;;;;;;;;;e;;v;;p
;;;;;;;;g;;;;;;;;;t;;;v;;p
;;;;;;;;p;;;;;;;;;;;;v;p;p
;;;;;;;;p;;;f;;;;;;;;;v;;p
;;;;;;;;p;;b;;f;;;;;;;;;;p
;;;;;;;;p;;b;;;;;;;;;;;p;p
;;;;;;;;p;;b;f;;;;;;;;;;;p
;f;;;;;;;h;;;;;;;;;;;;v;;p
;;;;;;;;;;;;;;n;;;;;;v;d;p
;;;;;;;;;;;;;;;;;;;w;v;d;p
k;;;;;;;;;;;;;;;;;;;;v;d;p
;;;;;;;;;;;;;;n;;;;;;v;p;p
k;;;;;;;;;;;;;;;;;;;;v;p;p
;;;;;;;;h;;;f;;;;;;;;;v;;p
;;e;;;;;;;;;;;;;;;;;w;v;;p
k;;e;;;;;;;;;;;;;;;;;;v;;p
;f;;;;;;;h;;;;;;;;;;;;y;;p
;f;;;;;;;;;;;;;n;;;;;;y;;p
;f;;;;;;;h;;;;;;;;;;;;;d;p
;f;;;;;;;;;;;;;n;;;;;;;d;p
;;e;;;;;;;;;;;;;;;;;w;;d;p
k;;e;;;;;;;;;;;;;;;;;;;d;p
k;s;n;f;;;;;;;;;s;;;;w;;;;;;p
;;;;;;;n;w;e;;;s;;w;;;;;;;;p
;;;;;;;;p;e;;;s;;;;;o;;;s;;p
;;;;;;;;p;e;;;s;;;;;o;;;;g;p
;;w;f;;;;;;e;;;s;;;;;o;;;;;p
;;w;;;;;;p;e;;;s;;;;;o;;;;;p
;;;;;;;;p;e;;;s;;;;;;;k;s;;p
f;y;;;;;;;;e;;;s;;;;;;;k;;;p
;;;;;;;;p;e;;;s;;;;;;;n;s;;p
f;y;;;;;;;;e;;;s;;;;;;;n;;;p
;y;n;;;;c;;;e;;;s;;;;;o;;;;;p
;;n;;;;c;;w;e;;;s;;;;;o;;;;;p
;y;n;;;;c;;;e;;;;;;;;o;;;v;;p
;;n;;;;c;;w;e;;;;;;;;o;;;v;;p
;;;f;;;;b;;e;;;;;;;w;o;;;;;p
;;;;;;;b;;e;;;;;;;w;o;;;v;;p
;;w;;;;;;p;e;;;;;;;;o;p;;;;p
;y;;;;;;;;e;;;;;;;;o;p;;v;;p
;;;;;;;;w;e;;;;;;;;o;p;;v;;p
;;w;;;;;;p;e;;;;;;;;o;;;s;;p
;y;;;;;;b;;e;;;;;;;;o;;;v;;p
;;;f;;;;b;p;e;;;;;;;;o;;;;;p
f;;g;f;;;;b;;e;;;;;;;;;;;;;p
;;g;;;;;b;p;e;;;;;;;;;;;y;;p
f;;g;;;;;b;p;e;;;;;;;;;;;;;p
f;;;f;;;;b;p;e;;;;;;;;;;;;;p
f;s;;;;f;;b;;;;;;;;;;o;p;;;;p
;s;n;t;;;;;;;;;;;;;;o;;;;;p
;s;n;t;;;;;;;;;;;;;;;;k;;;p
;s;n;t;;;;;;;;;;;;;;;;;s;;p
;s;n;t;;;;;;;;;;;;;;;;n;;;p
;s;n;t;;;;;;;;;;;;;;;;;;g;p
;s;n;;;;c;;;;;;;;;;;;;k;;;p
;s;n;;;;c;;;;;;;;;;;;;;s;;p
;s;n;;;;c;;;;;;;;;;;;;;;g;p
;s;n;;;;;;;e;;;;;;;;;;k;;;p
;s;n;;;;;;;e;;;;;;;;;;;s;;p
;s;n;;;;;;;e;;;;;;;;;;;;g;p
;s;n;;;;;;;;;s;;;;;;;;;;d;p
;s;n;;;;;;;;;;s;;;;;;;;;d;p
;s;n;;;;;;;;;;;w;;;;;;;;d;p
;s;n;;;;;;;;;;;;w;;;;;;;d;p
;s;n;;;;;;;;;;;;;;;o;;;;d;p
;s;n;;;;;;;;;;;;;;;;p;k;;;p
;s;n;;;;;;;;;;;;;;;;p;;s;;p
;s;n;;;;;;;;;;;;;;;;p;;;g;p
;s;n;;;;;;;t;;;;;;;;;;;v;;p
;s;n;;;;;;;t;;;;;;;;;;;;d;p
;s;n;;;;;;;;;;;;;;;;;;v;d;p
;s;;t;;;;;p;e;;;;;;;;;;;;;p
;s;g;t;;;;;;;;;;;;;;o;;;;;p
f;s;;t;;;;;;;;;;;;;;;;k;;;p
;s;;t;;;;;p;;;;;;;;;;;;s;;p
f;s;;t;;;;;;;;;;;;;;;;;s;;p
;s;;t;;;;b;;t;;;;;;;;;;;;;p
;s;;t;;;;b;p;;;;;;;;;;;;;;p
;s;;t;;;;;p;;;;;;;;;;;;;g;p
f;s;;t;;;;;;;;;;;;;;;;;;g;p
;s;g;t;;;;;;t;;;;;;;;;;;;;p
;s;g;t;;;;;p;;;;;;;;;;;;;;p
k;s;;;;f;;;;;;;;;;;;o;;;;;p
;s;;f;;f;;;;;;;;;;;;;;;v;;p
k;s;;;;f;;;;;;;;;;;;;;;v;;p
;s;;;;;c;;;;;s;;;;;;;;;;d;p
;s;;;;;c;;;;;;s;;;;;;;;;d;p
;s;;f;;;c;;;;;;;w;;;;;;;;;p
;s;;;;;c;;;;;;;w;;;;;;;;d;p
;s;;f;;;c;;;;;;;;w;;;;;;;;p
;s;;;;;c;;;;;;;;w;;;;;;;d;p
;s;g;;;;c;;;;;;;;;;;o;;;;;p
;s;;;;;c;;;;b;;;;;;;o;;;;;p
;s;;;;;c;;;;;;;;;;;o;;;;d;p
;s;;f;;;c;;;;;;;;;;;;;k;;;p
f;s;;;;;c;;;;;;;;;;;;;k;;;p
f;s;;;;;c;;;;;;;;;;;;;;s;;p
;s;;;;;c;;;;b;;;;;;;;;n;;;p
;s;;;;;c;;;;;;;;;;;;;n;;d;p
f;s;;;;;c;;;;;;;;;;;;;;;g;p
;s;w;;;;c;;;;;;;;;;;;;;v;;p
f;s;w;;;;c;;;;;;;;;;;;;;;;p
;s;;;;;c;;;;;;;;;;;;;;v;d;p
;s;;;;;;;;e;;s;;;;;;;;;;d;p
;s;;;;;;;;e;;;;w;;;;;;;;d;p
;s;;;;;;;;e;;;;;w;;;;;;;d;p
;s;g;;;;;;;e;;;;;;;;o;;;;;p
;s;;;;;w;;;e;;;;;;;;o;;;;;p
;s;;;;;;;p;e;;;;;;;;o;;;;;p
;s;;;;;;;;e;b;;;;;;;o;;;;;p
;s;;;;;;;;e;;;;;;;;o;;;;d;p
;s;;f;;;;;;e;;;;;;;;;;k;;;p
;s;;;;;;;p;e;;;;;;;;;;k;;;p
f;s;;;;;;;;e;;;;;;;;;;k;;;p
f;s;;;;;;;;e;;;;;;;;;;;s;;p
;s;;;;;;;p;e;;;;;;;;;;n;;;p
f;s;;;;;;;;e;;;;;;;;;;;;g;p
;s;w;;;;;;;e;;;;;;;;;;;v;;p
f;s;w;;;;;;;e;;;;;;;;;;;;;p
;s;w;;;;;;;e;;;;;;;;;;;;d;p
;s;;;;;w;;;e;;;;;;;;;;;v;;p
;s;;;;;w;;;e;b;;;;;;;;;;;;p
;s;;;;;;;p;e;;;;;;;;;;;v;;p
;s;;;;;;;p;e;;;;;;;;;;;;d;p
;s;;;;;;;;e;;;;;;;;;;;v;d;p
;s;;f;;;;;;;b;s;;;;;;;;;;;p
;s;;f;;;;;;;;s;;;;;;;;;;d;p
;s;;f;;;;;;;b;;s;;;;;;;;;;p
k;s;;;;;;;;;;;;w;;;;o;;;;;p
;s;;f;;;;;;;;;;w;;;;;;;v;;p
;s;;f;;;;;;;b;;;w;;;;;;;;;p
;s;;f;;;;;;;;;;w;;;;;;;;d;p
k;s;;;;;;;;;;;;w;;;;;;;v;;p
;s;;f;;;;;;;;;;;w;;;;;;v;;p
;s;;f;;;;;;;;;;;w;;;;;;;d;p
k;s;;;;;;;;;;;;;;;w;o;;;;;p
;s;;f;;;;;;;;;;;;;w;;;;v;;p
k;s;;;;;;;;;;;;;;;w;;;;v;;p
;s;g;;;;;;;;;;;;;;;o;p;;;;p
;s;;;;;;b;;;b;;;;;;;o;;;;;p
;s;g;;;;;;;;;;;;;;;o;;;v;;p
;s;g;;;;;;w;;;;;;;;;o;;;;;p
;s;g;;;;;;;;b;;;;;;;o;;;;;p
;s;;f;;;;;g;;;;;;;;;o;;;;;p
;s;;f;;;;;;;b;;;;;;;o;;;;;p
;s;;f;;;;;;;;;;;;;;o;;;;d;p
k;s;;;;;;;;;;;;;;;;o;e;;;;p
;s;;f;;;;;;;;;;;;;;;p;k;;;p
;s;;;;;;;p;;;;;;;;;;p;k;;;p
f;s;;;;;;;;;;;;;;;;;p;k;;;p
f;s;;;;;;;;;;;;;;;;;p;;s;;p
;s;;;;;;b;;t;;;;;;;;;p;;;;p
f;s;;;;;;;;;;;;;;;;;p;;;g;p
;s;g;;;;;;;t;;;;;;;;;p;;;;p
f;s;;;;;;;w;;;;;;;;;;;;s;;p
;s;;;;;;b;;t;;;;;;;;;;;v;;p
;s;;;;;;b;w;t;;;;;;;;;;;;;p
;s;;;;;;b;;t;b;;;;;;;;;;;;p
;s;;;;;;b;p;;;;;;;;;;;;v;;p
;s;;;;;;b;p;;b;;;;;;;;;;;;p
f;s;;;;;;;w;;;;;;;;;;;;;g;p
;s;w;f;;;;;;;;;;;;;;;;;;d;p
;s;g;;;;;;;t;;;;;;;;;;;v;;p
;s;g;;;;;;w;t;;;;;;;;;;;;;p
;s;g;;;;;;;t;b;;;;;;;;;;;;p
;s;g;;;;;;p;;;;;;;;;;;;v;;p
;s;g;;;;;;p;;b;;;;;;;;;;;;p
;s;;f;;;w;;;;;;;;;;;;;;v;;p
;s;;f;;;w;;;;b;;;;;;;;;;;;p
;s;;f;;;;;;;;;;;;;;;e;w;;;p
k;s;;f;;;;;;;;;;;;;;;e;;;;p
;s;;f;;;;;p;;;;;;;;;;;;;d;p
;s;;f;;;;;;;b;;;;;;;;;;v;;p
;s;;f;;;;;;;;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;w;v;;p
k;s;;;;;;;;;;;;;;;;;;w;v;;p
;;n;t;;;;;;;;;s;;;;;;;;s;;p
;;n;t;;;;;;;;;s;;;;;;;;;g;p
;y;n;;;;c;n;;;;;;;;;;;;;;;p
;;n;;;;c;n;w;;;;;;;;;;;;;;p
;;n;;;;c;;;;;;s;;;;;;;;s;;p
;;n;;;;c;;;;;;s;;;;;;;;;g;p
;y;n;;;;;n;;;;;;;w;;;;;;;;p
;;n;;;;;n;w;;;;;;w;;;;;;;;p
;;n;;;;;n;w;;;;;;;;;;p;;;;p
;;n;;;;;;;e;;;s;;;;;;;;s;;p
;;n;;;;;;;e;;;s;;;;;;;;;g;p
;;n;f;;;;;;;;s;;;;;;;;;;d;p
;;n;;;;;;;;;;s;;;;;;p;;s;;p
;;n;;;;;;;;;;s;;;;;;p;;;g;p
;y;n;;;;;;;;;;s;;;;;;;;s;;p
;y;n;;;;;;;;;;s;;;;;;;;;g;p
;;n;f;;;;;;;;;;w;;;;;;;;d;p
;y;n;f;;;;;;;;;;;w;;;;;;;;p
;;n;f;;;;;;;;;;;w;;;;;;;d;p
;;n;f;;;;;;;;;;;w;;;;;w;;;p
k;;n;f;;;;;;;;;;;w;;;;;;;;p
;;n;f;;;;;;;;;;;;;;o;;;;d;p
;;n;f;;;;;;;;;;;;;;;;;v;d;p
;;w;t;;;c;;p;;;;;;;;;;;;;;p
;;w;t;;;c;;;;;;;;;;;;;;v;;p
f;;w;t;;;c;;;;;;;;;;;;;;;;p
;;;t;;;;;p;e;;;s;;;;;;;;;;p
;;;t;;;;;;e;;;;;;;;o;;;v;;p
;;;t;;;;;;e;;;;;;;;;;k;v;;p
;;;t;;;;;;e;;;;;;;;;;n;v;;p
;;w;t;;;;;p;e;;;;;;;;;;;;;p
;;w;t;;;;;;e;;;;;;;;;;;v;;p
f;;w;t;;;;;;e;;;;;;;;;;;;;p
;;;t;;;;;n;e;;;;;;;;;;;v;;p
;;;t;;;;;p;e;;;;;;;;;;;v;;p
;;;t;;;;;p;;;;s;;;;;;;;s;;p
f;;;t;;;;;;;;;s;;;;;;;;s;;p
;;;t;;;;;p;;;;s;;;;;;;;;g;p
f;;;t;;;;;;;;;s;;;;;;;;;g;p
f;;w;t;;;;;;;;;;;;;;;;k;;;p
;;w;t;;;;;p;;;;;;;;;;;;s;;p
f;;w;t;;;;;;;;;;;;;;;;;s;;p
;;w;t;;;;b;;t;;;;;;;;;;;;;p
;;w;t;;;;b;p;;;;;;;;;;;;;;p
f;;w;t;;;;b;;;;;;;;;;;;;;;p
;;w;t;;;;;p;;;;;;;;;;;;;g;p
f;;w;t;;;;;;;;;;;;;;;;;;g;p
f;y;w;t;;;;;;;;;;;;;;;;;;;p
k;;;;;f;c;;;;;;;;;;;o;;;;;p
k;;;;;f;c;;;;;;;;;;;;;;v;;p
;;;f;;f;;b;;;;;;;;;;;;;v;;p
;y;;;;;c;n;;;;;s;;;;;;;;;;p
;;;;;;c;n;w;;;;s;;;;;;;;;;p
;;;;;;c;n;;;;;s;;;;;;;;;d;p
;;;;;;c;n;w;;;;;;;;;;p;;;;p
;;;;;;c;n;;;;;;;;;;;p;;;d;p
;;w;;;;c;n;;;;;;;;;;;;n;;;p
;;;;;;c;n;w;;;;;;;;;;;n;;;p
;;;;;;c;n;;;;;;;;;;;;n;;d;p
;;w;;;;c;n;n;;;;;;;;;;;;;;p
;;;;;;c;n;n;;;;;;;;;;;;;d;p
;f;;;;;c;n;;;;;;;;;;;;;;d;p
;;;;;;c;;;e;b;;;;;;;o;;;;;p
;f;;;;;c;b;;e;;;;;;;;;;;;;p
;f;;;;;c;;;e;b;;;;;;;;;;;;p
b;;;;;;c;;;;;s;;;;;;t;;;;;p
;;;f;;;c;;;;b;s;;;;;;;;;;;p
;;;f;;;c;;;;;s;;;;;;;;w;;;p
;;;;;;c;;p;;;;s;;;;;;;;s;;p
f;;;;;;c;;;;;;s;;;;;;;;s;;p
;;;;;;c;;p;;;;s;;;;;;;;;g;p
f;;;;;;c;;;;;;s;;;;;;;;;g;p
b;;;;;;c;;;;;;s;;;;;t;;;;;p
;;w;f;;;c;;;;;;s;;;;;;;;;;p
;;w;;n;;c;;;;;;s;;;;;;;;;;p
;;w;;;;c;;p;;;;s;;;;;;;;;;p
