cap-shape;cap-surface;cap-color;bruises ;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;;;n;;;;n;;;;;;;;;;;;;;e
;;;;;;;;n;t;;;;;;;;;;;;;e
;;;;;;;;n;;;;;;;;;;;;y;;e
;y;;;;;;;u;;;;;;;;;;;;;;e
;;g;;n;;;;;;;;;;;;;;;;;;e
;;g;;;;;;;;;;;;;;;;e;;;;e
;;;f;;;;;;;;;f;;;;;;;;;;e
;;;f;;;;;;;;f;;;;;;;;;;;e
;;;f;;;;;;;;;;;;;;t;;;;;e
;;;;n;;;;;t;;;;;;;;;;;;;e
;;;;n;;;;p;;;;;;;;;;;;;;e
;;;;n;;;;;;;;f;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;;y;;e
;;;;n;;;;;;;f;;;;;;;;;;;e
;;;;n;;;;h;;;;;;;;;;;;;;e
;;;;n;;;;;;;;;;p;;;;;;;;e
;;;;n;;;;;;;;;p;;;;;;;;;e
;;;;n;;;;u;;;;;;;;;;;;;;e
;;e;;n;;;;;;;;;;;;;;;;;;e
;;;;;;w;;;t;;;;;;;;;;;;;e
;;;;;;w;;;;;;f;;;;;;;;;;e
;;;;;;w;;;;;f;;;;;;;;;;;e
;;;;;;w;;;;;;;;;;;t;;;;;e
;f;;;;;;;;t;;;;;;;;;;;;;e
;;;;;;;;;t;;;;;;;;;;;y;;e
;;;;;;;;u;t;;;;;;;;;;;;;e
;;;;;;;;;;;;f;;;;;;e;;;;e
;;;;;;;;;;;f;;;;;;;e;;;;e
;;;;;;;;w;;;;;;;;;;;;y;;e
;f;;;;;;;;;;;f;;;;;;;;;;e
;f;;;;;;;;;;f;;;;;;;;;;;e
;f;e;;;;;;;;;;;;;;;;;;;;e
;;;;;;;;u;;;;;;;;;;;;y;;e
;;e;;;;;;;;;;;;;;;;;;y;;e
f;;;;;;;;u;;;;;;;;;;;;;;e
;;e;;;;;;;;b;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;;t;;w;;;e
x;s;;;n;;;;;;;;;;;;;;;;;;e
x;;;t;n;;;;;;;;;;;;;;;;;;e
x;;;;n;;;;;;;s;;;;;;;;;;;e
x;;;;n;;;;;;;;s;;;;;;;;;;e
x;;;;n;;;;;;;;;;w;;;;;;;;e
x;;;;;;;;;;c;;;;;;;o;;;;;e
x;;;;n;;;;;;;;;;;;;;p;;;;e
x;;;;n;;;b;;;;;;;;;;;;;;;e
x;;;;n;;;;;;;;;;;;;;;;;g;e
x;;;;n;;w;;;;;;;;;;;;;;;;e
x;;;;n;;;;;;b;;;;;;;;;;;;e
x;;;;;;w;;;;;;;;;;;;e;;;;e
;s;n;;;;;b;;;;;;;;;;;;;;;e
;s;n;;n;;;;;;;;;;;;;;;;;;e
;s;;;;;;;;e;;;;;;;;;;w;;;e
;s;;;n;;;;;;;;;;;;;o;;;;;e
;s;;f;;;;b;;;;;;;;;;;;;;;e
;s;;;;;;b;;;;;;;;;;;;w;;;e
;s;;f;;;;;;;;;;;;;;;;;;g;e
;s;;f;n;;;;;;;;;;;;;;;;;;e
;s;;;n;;w;;;;;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;;e;;;;e
;s;;;n;;;;;;;;;;;;;;;w;;;e
;s;;;;;w;;;;;;;;;;;;e;;;;e
f;s;;;;;w;;;;;;;;;;;;;;;;e
;;n;t;;;;b;;;;;;;;;;;;;;;e
;;n;t;n;;;;;;;;;;;;;;;;;;e
;;n;t;;;;;;t;;;;;;;;;;;;;e
;;n;;;;;;;e;;;;;;;;;;;;l;e
;;n;;;;;b;;;;s;;;;;;;;;;;e
;;n;;n;;;;;;;s;;;;;;;;;;;e
;f;n;;;;;;;;;s;;;;;;;;;;;e
;;n;;;;;b;;;;;s;;;;;;;;;;e
;;n;;n;;;;;;;;s;;;;;;;;;;e
;f;n;;;;;;;;;;s;;;;;;;;;;e
;;n;;;;;b;;;;;;w;;;;;;;;;e
;;n;;;;;b;;;;;;;w;;;;;;;;e
;;n;;n;;;;;;;;;;w;;;;;;;;e
;f;n;;;;;;;;;;;;w;;;;;;;;e
;;n;;;;;b;;;;;;;;;;o;;;;;e
;;n;;;;;b;;;;;;;;;;;p;;;;e
;;n;f;;;;;;;;;;;;;;;p;;;;e
;;n;;n;;;;;;;;;;;;;;p;;;;e
;;n;;;;;;;t;;;;;;;;;p;;;;e
;f;n;;;;;;;;;;;;;;;;p;;;;e
;;n;;;;;;;;;;;;;;;;p;;;d;e
;f;n;;;;;;;;;;;;;;;;;k;;;e
;;n;;;;;;;;;;;;;;;;;k;;d;e
;;n;;;;;b;;;;;;;;;;;;;;g;e
;;n;;n;;;b;;;;;;;;;;;;;;;e
;;n;;;;;b;;t;;;;;;;;;;;;;e
;;n;;;;;b;p;;;;;;;;;;;;;;e
;;n;;;;;b;;;;;;;;;;;;;v;;e
;f;n;;;;;b;;;;;;;;;;;;;;;e
;;n;f;;;;;;;;;;;;;;;;n;;;e
;f;n;;;;;;;;;;;;;;;;;n;;;e
;;n;;;;;;;;;;;;;;;;;n;;d;e
;;n;f;;;;;;;;;;;;;;;;;;g;e
;;n;;n;;;;;;;;;;;;;;;;;g;e
;;n;;;;;;;t;;;;;;;;;;;;g;e
;;n;;n;;;;;;;;;;;;;;;;;l;e
;;n;;;;;;p;t;;;;;;;;;;;;;e
;;;t;;;c;;;;;;;;;;;;;w;;;e
;;g;t;;;;;;;;;;;;;;;;k;;;e
;;;t;;;;;;;b;;;;;;;;;k;;;e
;;;t;;;;b;;;;;;;;;;;;w;;;e
;;g;t;;;;;;;;;;;;;;;;n;;;e
;;;t;;;;;;;b;;;;;;;;;n;;;e
;;;t;;;;;n;;b;;;;;;;;;;;;e
;y;g;t;;;;;;;;;;;;;;;;;;;e
;y;;t;;;;;;t;;;;;;;;;;;;;e
;;;;;;c;;;;;s;;;;;;;;;c;;e
;;;;;;c;;;;;;s;;;;;;;;c;;e
;;y;;;;c;;;;c;;;;;;;;;;;;e
b;;;;;;c;;;;c;;;;;;;;;;;;e
;;;;n;;c;;;;;;;;;;;;;;c;;e
;;;;;;;;;e;;s;;;;;;;e;;;;e
;;;;;;;;;e;;;s;;;;;;e;;;;e
;;;;;;;b;;e;;;;;;;;;;;s;;e
;;;f;;;;b;;;;s;;;;;;;;;;;e
;f;;;;;;b;;;;s;;;;;;;;;;;e
;;;;;;;b;;;;s;;;;;;;;;;d;e
;;;;;;;b;;;;s;;;p;;;;;;;;e
;;;;;;;b;;;;s;;p;;;;;;;;;e
;;e;;;;;b;;;;s;;;;;;;;;;;e
;;;;;;;b;;;;s;;;;;;;;w;;;e
;;;f;;;;;;;;s;;;;;;;;;;g;e
;f;;;;;;;;;;s;;;;;;;;;;g;e
;y;g;;;;;;;;;s;;;;;;;;;;;e
;;;f;n;;;;;;;s;;;;;;;;;;;e
;;;;n;;;;;;;s;;;;;;;e;;;;e
;f;;;n;;;;;;;s;;;;;;;;;;;e
;;;;n;;;;;;;s;;;;;;;;;;d;e
;;;;;;w;;;;;s;;;;;;;e;;;;e
;f;;;;;;;;;;s;;;;;;;e;;;;e
;f;;;;;;;w;;;s;;;;;;;;;;;e
;;;;;;;;w;;;s;;;;;;;;;;d;e
f;f;;;;;;;;;;s;;;;;;;;;;;e
;f;;;;;;;;;;s;;;p;;;;;;;;e
;f;;;;;;;;;;s;;p;;;;;;;;;e
;;;;;;;;;;b;s;;;p;;;;;;;;e
;;;;;;;;;;b;s;;p;;;;;;;;;e
;;;f;;;;b;;;;;s;;;;;;;;;;e
;f;;;;;;b;;;;;s;;;;;;;;;;e
;;;;;;;b;;;;;s;;;;;;;;;d;e
;;;;;;;b;;;;;s;;p;;;;;;;;e
;;;;;;;b;;;;;s;p;;;;;;;;;e
;;e;;;;;b;;;;;s;;;;;;;;;;e
;;;;;;;b;;;;;s;;;;;;;w;;;e
;;;f;;;;;;;;;s;;;;;;;;;g;e
;f;;;;;;;;;;;s;;;;;;;;;g;e
;y;g;;;;;;;;;;s;;;;;;;;;;e
;;;f;n;;;;;;;;s;;;;;;;;;;e
;;;;n;;;;;;;;s;;;;;;e;;;;e
;f;;;n;;;;;;;;s;;;;;;;;;;e
;;;;n;;;;;;;;s;;;;;;;;;d;e
;;;;;;w;;;;;;s;;;;;;e;;;;e
;f;;;;;;;;;;;s;;;;;;e;;;;e
;f;;;;;;;w;;;;s;;;;;;;;;;e
;;;;;;;;w;;;;s;;;;;;;;;d;e
f;f;;;;;;;;;;;s;;;;;;;;;;e
;f;;;;;;;;;;;s;;p;;;;;;;;e
;f;;;;;;;;;;;s;p;;;;;;;;;e
;;;;;;;;;;b;;s;;p;;;;;;;;e
;;;;;;;;;;b;;s;p;;;;;;;;;e
;;y;;;;;b;;;;;;w;;;;;;;;;e
;;;f;;;;b;;;;;;w;;;;;;;;;e
;f;;;;;;b;;;;;;w;;;;;;;;;e
;;;;;;;b;;;;;;w;;;;;;;;d;e
;;e;;;;;b;;;;;;w;;;;;;;;;e
;;;;;;;b;;;;;;w;;;;;;w;;;e
;;;f;;;;;;;;;;w;;;;;;;;g;e
;f;;;;;;;;;;;;w;;;;;;;;g;e
;;;f;;;;;h;;;;;w;;;;;;;;;e
;;;;;;w;;;;;;;w;;;;;e;;;;e
;;;f;;;;b;;;;;;;w;;;;;;;;e
;f;;;;;;b;;;;;;;w;;;;;;;;e
;;;;;;;b;;;;;;;w;;;;;;;d;e
;;e;;;;;b;;;;;;;w;;;;;;;;e
;;;;;;;b;;;;;;;w;;;;;w;;;e
;;;f;;;;;;;;;;;w;;;;;;;g;e
;f;;;;;;;;;;;;;w;;;;;;;g;e
;;;f;n;;;;;;;;;;w;;;;;;;;e
;;;f;;;;;h;;;;;;w;;;;;;;;e
;;;;n;;;;;;;;;;w;;;;e;;;;e
;f;;;n;;;;;;;;;;w;;;;;;;;e
;;;;n;;;;;;;;;;w;;;;;;;d;e
;;;;;;w;;;;;;;;w;;;;e;;;;e
;f;;;;;;;;;;;;;w;;;;e;;;;e
f;f;;;;;;;;;;;;;w;;;;;;;;e
;;y;;;;;;;;c;;;;;;w;;;;;;e
b;;;;;;;;;;c;;;;;;w;;;;;;e
;;;;;;w;;;;;;;;;;w;;e;;;;e
b;;;;;;;b;;;;;;;;;;o;;;;;e
;;;;n;;;b;;;;;;;;;;o;;;;;e
;;e;;;;;b;;;;;;;;;;o;;;;;e
;;;;n;;;;;;;;;;;;;o;;;;g;e
;;;f;;;;b;;;;;;;;;;;p;;;;e
;f;;;;;;b;;;;;;;;;;;p;;;;e
;;;;;;;b;;;;;;;;;;;p;;;d;e
;;;;;;;b;;;;;;;;;;;p;w;;;e
;;;f;;;;;;;;;;;;;;;p;;;g;e
;y;g;;;;;;;;;;;;;;;;p;;;;e
;y;;;;;;;;t;;;;;;;;;p;;;;e
;y;;;;;;;;;;;;;;;;;p;;;d;e
;;;f;n;;;;;;;;;;;;;;p;;;;e
;;;f;;;;;;;;;;;;;;;p;w;;;e
;f;;;n;;;;;;;;;;;;;;p;;;;e
;;;;n;;;;;;;;;;;;;;p;;;d;e
;;;;;;;;;t;;;;;;;;;p;;;d;e
;f;;;;;;;w;;;;;;;;;;p;;;;e
;;;;;;;;w;;;;;;;;;;p;;;d;e
f;f;;;;;;;;;;;;;;;;;p;;;;e
f;;;;;;;;;;;;;;;;;;p;;;d;e
;;;f;;;;;;;;;;;;;;;;k;;g;e
;y;;;;;;;;;b;;;;;;;;;k;;;e
;y;;;;;;;;;;;;;;;;;;k;;d;e
f;;g;;;;;;;;;;;;;;;;;k;;;e
f;;;f;;;;;;;;;;;;;;;;k;;;e
;;;;;;;;w;;b;;;;;;;;;k;;;e
;;;;;;;;w;;;;;;;;;;;k;;d;e
f;f;;;;;;;;;;;;;;;;;;k;;;e
f;;;;;;;;;;b;;;;;;;;;k;;;e
f;;;;;;;;;;;;;;;;;;;k;;d;e
;y;;;;;;b;;;;;;;;;;;;;s;;e
;;;f;;;;b;;;;;;;;;;;;;s;;e
;f;;;;;;b;;;;;;;;;;;;;s;;e
;;;f;;;;;;;;;;;;;;;;;s;g;e
;f;;;;;;;;;;;;;;;;;;;s;g;e
;;;f;;;;;;t;;;;;;;;;;;s;;e
;;y;;;;;b;;;c;;;;;;;;;;;;e
b;;;;;;;b;;;c;;;;;;;;;;;;e
;;w;f;;;;b;;;;;;;;;;;;;;;e
;f;w;;;;;b;;;;;;;;;;;;;;;e
;y;;;;;;b;;t;;;;;;;;;;;;;e
;;;f;n;;;b;;;;;;;;;;;;;;;e
;;;f;;;;b;;t;;;;;;;;;;;;;e
;f;;;n;;;b;;;;;;;;;;;;;;;e
;;;;n;;;b;;;;;;;;;;;;;;d;e
;;;;n;;;b;;;;;;;;;;;;w;;;e
;;;;n;;;b;;;;;;;;;;;;;c;;e
k;;;;n;;;b;;;;;;;;;;;;;;;e
;;;;;;;b;;t;;;;;;;;;;;;d;e
;;;;;;;b;;t;;;;;p;;;;;;;;e
;;;;;;;b;;t;;;;p;;;;;;;;;e
;;e;;;;;b;;t;;;;;;;;;;;;;e
;;e;;;;;b;;;;;;;;;;;;;v;;e
;f;;;;;;b;w;;;;;;;;;;;;;;e
;;;f;;;;;;;;;;;;;;;;n;;g;e
;y;;;;;;;;;b;;;;;;;;;n;;;e
;y;;;;;;;;;;;;;;;;;;n;;d;e
f;;g;;;;;;;;;;;;;;;;;n;;;e
f;;;f;;;;;;;;;;;;;;;;n;;;e
f;;;;;;w;;;;;;;;;;;;;n;;;e
;;;;;;;;w;;b;;;;;;;;;n;;;e
;;;;;;;;w;;;;;;;;;;;n;;d;e
f;f;;;;;;;;;;;;;;;;;;n;;;e
f;;;;;;;;;;b;;;;;;;;;n;;;e
f;;;;;;;;;;;;;;;;;;;n;;d;e
;;w;f;;;;;;;;;;;;;;;;;;g;e
;f;w;;;;;;;;;;;;;;;;;;;g;e
;;;f;n;;;;;;;;;;;;;;;;;g;e
;;;f;;;;;;t;;;;;;;;;;;;g;e
;f;;;n;;;;;;;;;;;;;;;;;g;e
;;w;f;n;;;;;;;;;;;;;;;;;;e
;;w;f;;;;;;t;;;;;;;;;;;;;e
;f;w;;n;;;;;;;;;;;;;;;;;;e
;y;;;;;;;n;;b;;;;;;;;;;;;e
;y;;;;;;;n;;;;;;;;;;;;;d;e
f;;;;;;;;n;;b;;;;;;;;;;;;e
f;;;;;;;;n;;;;;;;;;;;;;d;e
;y;g;;;;;;;t;;;;;;;;;;;;;e
;y;;;;;;;p;t;;;;;;;;;;;;;e
;y;;;;;;;w;t;;;;;;;;;;;;;e
;y;;;;;;;;t;b;;;;;;;;;;;;e
;;g;f;;;;;;t;;;;;;;;;;;;;e
;;g;;;;;;;t;;;;;;;;;;;;d;e
;f;;;n;;w;;;;;;;;;;;;;;;;e
;f;;;n;;;;;;b;;;;;;;;;;;;e
;;;;n;;;;;;b;;;;;;;;;;;d;e
;f;;;;;w;;;;;;;;;;;;e;;;;e
f;f;;;;;w;;;;;;;;;;;;;;;;e
;;;;;;;;p;t;;;;;;;;;;;;d;e
;;;;;;;;w;t;;;;;;;;;;;;d;e
;;;;;;;;;t;b;;;;;;;;;;;d;e
;;;;;;;;;t;b;;;;p;;;;;;;;e
;;;;;;;;;t;b;;;p;;;;;;;;;e
;f;;;;;;;w;;b;;;;;;;;;;;;e
;;;;;;;;w;;b;;;;;;;;;;;d;e
x;s;;;;;;b;;e;;;;;;;;;;;;;e
x;;;t;;;;b;;e;;;;;;;;;;;;;e
x;y;;t;;;;b;;;;;;;;;;;;;;;e
x;y;;t;;;;;;;b;;;;;;;;;;;;e
x;;;;;;;b;;e;;s;;;;;;;;;;;e
x;;;;;;;b;;e;;;s;;;;;;;;;;e
x;;;;;;;b;;e;;;;w;;;;;;;;;e
x;;;;;;;b;;e;;;;;w;;;;;;;;e
x;;;;;;;b;;e;;;;;;;;;p;;;;e
x;y;;;;;;b;;;;s;;;;;;;;;;;e
x;y;;;;;;;;;b;s;;;;;;;;;;;e
x;y;;;;;;b;;;;;s;;;;;;;;;;e
x;y;;;;;;;;;b;;s;;;;;;;;;;e
x;y;;;;;;b;;;;;;w;;;;;;;;;e
x;y;;;;;;b;;;;;;;w;;;;;;;;e
x;y;;;;;;b;;;;;;;;;;;p;;;;e
x;y;;;;;;;;;b;;;;;;;;p;;;;e
;s;n;f;;;;;;e;;;;;;;;;;;;;e
;s;;;;;;b;;e;;;;;;;;o;;;;;e
;;n;f;;;;;;e;;s;;;;;;;;;;;e
;;n;f;;;;;;e;;;s;;;;;;;;;;e
;;;t;;;;b;;e;;;;;;;;o;;;;;e
;y;;t;;;;b;;;;;;;;;;o;;;;;e
;;;t;n;;;;;;;;;;;;;o;;;v;;e
;y;;t;;;;b;p;;;;;;;;;;;;;;e
;y;;t;;;;;p;;b;;;;;;;;;;;;e
;;;;;;c;;;e;;s;;;;;;;;w;;;e
;;;;;;c;;;e;;;s;;;;;;;w;;;e
b;;;;;;c;;;;;s;;;;;;o;;;;;e
;;;;n;;c;;;;;s;;;;;;o;;;;;e
;;;;n;;c;;;;;s;;;;;;;;w;;;e
b;;;;;;c;;;;;;s;;;;;o;;;;;e
;;;;n;;c;;;;;;s;;;;;o;;;;;e
;;;;n;;c;;;;;;s;;;;;;;w;;;e
b;;;;;;c;;;;;;;;w;;;o;;;;;e
;;;;n;;c;;;;;;;;w;;;o;;;;;e
b;;;;;;c;;;;;;;;;;;o;p;;;;e
;;;;n;;c;;;;;;;;;;;o;p;;;;e
;;;;;;;b;;e;;s;;;;;;o;;;;;e
;;;f;;;;;;e;;s;;;;;;;;;;l;e
;;;;;;;b;;e;;;s;;;;;o;;;;;e
;;;f;;;;;;e;;;s;;;;;;;;;l;e
;;;;;;;b;;e;;;;w;;;;o;;;;;e
;;;;;;;b;;e;;;;;w;;;o;;;;;e
;;;f;;;;;;e;;;;;w;;;;;w;;;e
;;;;;;;b;;e;;;;;;;;o;p;;;;e
;;w;;;;;b;;e;;;;;;;;o;;;;;e
;y;;;;;;b;;;;s;;;;;;o;;;;;e
;;;;n;;;;;;;s;;;;;;o;;;v;;e
;y;;;;;;b;p;;;s;;;;;;;;;;;e
;y;;;;;;;p;;b;s;;;;;;;;;;;e
;y;;;;;;;p;;;s;;;;;;;;;;d;e
;y;;;;;;;;;b;s;;;;;;;;;;d;e
f;;g;;;;;;;;;s;;;;;;;;;;d;e
f;;;f;;;w;;;;;s;;;;;;;;;;;e
f;;;;;;;;p;;;s;;;;;;;;;;d;e
f;;;;;;;;;;b;s;;;;;;;;;;d;e
;y;;;;;;b;;;;;s;;;;;o;;;;;e
;;;;n;;;;;;;;s;;;;;o;;;v;;e
;y;;;;;;b;p;;;;s;;;;;;;;;;e
;y;;;;;;;p;;b;;s;;;;;;;;;;e
;y;;;;;;;p;;;;s;;;;;;;;;d;e
;y;;;;;;;;;b;;s;;;;;;;;;d;e
f;;g;;;;;;;;;;s;;;;;;;;;d;e
f;;;f;;;w;;;;;;s;;;;;;;;;;e
f;;;;;;;;p;;;;s;;;;;;;;;d;e
f;;;;;;;;;;b;;s;;;;;;;;;d;e
;y;;;;;;b;;;;;;w;;;;o;;;;;e
;y;;;;;;;;;b;;;w;;;;;;;;d;e
;;;f;n;;w;;;;;;;w;;;;;;;;;e
f;;;f;;;w;;;;;;;w;;;;;;;;;e
;;;f;;;w;;;;;;;w;;;;;;w;;;e
f;;;;;;;;;;b;;;w;;;;;;;;d;e
;y;;;;;;b;;;;;;;w;;;o;;;;;e
;;;;n;;;;;;;;;;w;;;o;;;v;;e
;y;;;;;;;;;b;;;;w;;;;;;;d;e
f;;;f;;;w;;;;;;;;w;;;;;;;;e
;;;f;;;w;;;;;;;;w;;;;;w;;;e
f;;;;;;;;;;b;;;;w;;;;;;;d;e
;y;;;;;;;;;b;s;;;;;;o;;;v;;e
;;;f;n;;w;;;;;;;;;;w;;;;;;e
f;;;f;;;w;;;;;;;;;;w;;;;;;e
;;;f;;;w;;;;;;;;;;w;;;w;;;e
;y;;;;;;b;;;;;;;;;;o;p;;;;e
;;;;n;;;;;;;;;;;;;o;p;;v;;e
;y;;;;;;b;w;;;;;;;;;o;;;;;e
;;;;;;;b;w;;;;;;;;;o;;;;d;e
;;;;n;;;;;;b;;;;;;;o;;;v;;e
;y;;;;;;b;p;;;;;;;;;;p;;;;e
;y;;;;;;;p;;b;;;;;;;;p;;;;e
;;;;;;;b;w;;;;;;;;;;;;v;d;e
;y;;;;;;;;;b;;s;;;;;o;;;v;;e
